marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
mercedes-benz,C,18 600 €,1 597 cm³,160 CP,Diesel,Berlina,218 000 km,Alb,2019,Automata,"Vând Mercedes-Benz C-Class, an fabricație 2019 ( model 2020) , motorizare diesel 1.6- motor Mercedes - a NU se confunda cu Renault ( 9 viteze ) (OM626), foarte economic și fiabil, conform normelor Euro 6 – ideal pentru oraș dar și pentru drumuri lungi. Mașina se prezintă într-o stare excelentă, atât tehnic cât și estetic, cu toate reviziile efectuate la timp, înmatriculată in 2023
Specificații principale:
•	Motorizare: 1.6 Diesel, 160 CP
•	Transmisie: Automată 9G-Tronic
•	Tracțiune: Spate
•	Kilometraj: 218 000
•	Culoare: alb
•	Norma de poluare: Euro 6 (compatibilă RAR)
•	Înmatriculată RO / Acte în regulă
Dotări importante:
•	Faruri LED High Performance
•	Navigație COMAND Online / sistem multimedia cu ecran mare
•	Scaune sport / confort, reglabile electric
•	Jante aliaj
•	Cruise control + Limitator de viteză
•	Volan multifuncțional îmbrăcat în piele
•	Sistem Start-Stop
•	Climatronic pe 2 zone
•	Interior îngrijit
Alte mențiuni:
•	Carte service + istoric complet
•	2 chei originale
•	Set roți iarnă inclus
•	Fără accidente / nu a fost avariată"
mercedes-benz,CLS,36 800 €,2 925 cm³,286 CP,Diesel,Coupe,140 000 km,Gri,2018,Automata,"Mercedes CLS350 d / 4 Matic / New Model / AMG
Motorizare : 2925 d / 286 CP
Cutie Viteze : Automata 9 G-Tronic !!
An fabricație : 12 / 2018 !
Tracțiune : 4 matic / 4x4
Norma poluare : Euro 6
Nr de Km : 142.000 Absolut reali. Verificabili la Mercedes.
O mașina impecabila tehnic-estetic cu totul istoricul de intreținere in reprezentanța Mercedes , km absolut reali , care se pot dovedii , accept orice test la service autorizat Mercedes .
Autoturismul a circulat 90% extraurban .
Nu necesită investiții .
Fară Daune.
Nu deranjați Inutil.
Dotari :
-Pack AMG Plus int-exterior !!
-Sistem de Navigație Mare / Harta EU
-Cockpit
-Sistem Audio Professional BURMESTER Original fabrică !!
-Interior individual in 2 Culori Negru cu Maro
-Trapa Electrica
-Incalzire Scaune
-Scaune Full Electrice + Memorie Scaune
-Dublu Clima-Tronic
-Suspensie Reglabila / air-matic
-Faruri Bi-Xenon Adaptiv / Full Led fata-spate
-Volan Multi Functional / Electric
-Camere 360
-Camera marsarier
-Camera Față
-Park Assist ( parcare singura )
-Padele Volan F1
-Sistem Multimedia : BT Audio , BT Vocal , USB , AUX , Media Interface , CD , DVD
-Lumini Ambientale
-ETC..
Masina are foarte Multe Dotari pe care nu le mai enumăr , cine este interesat si cunoaste , detalii la telefon ."
mercedes-benz,GLC,29 900 €,1 998 cm³,245 CP,Diesel,SUV,269 000 km,Alb,2021,Automata,"Mercedes GLC Model 2021!!
Motorizare 2l bit turbo cu 245cp nu confundați cu motorizarea de 190cp!!
4x4!!
Cutie viteze Automata 9+1
Pachet AMG din fabrică
km reali certificați cu revizii la zi în reprezentanta Mercedes
Fără nici o daună
Culoare originală Alb Polar
Faruri Ful led modelul nou
Stopuri spate led modelul nou
Lumini de zi led
Jante aliaj Originale AMG R19
4 Cauciucuri Michelin noi
Portbagaj la buton
2 chei originale model nou
Privacy glass
Pachet Shadow Line interior exterior din fabrică
Plafon interior negru
Interior din piele ALCANTARA impecabil
Volam Origainal Amg modelul nou
Padele f1
Comenzi tactile pe volan
Bord plasmă cu afișaje multiple
Computer bord funcții avansate
Navigație mare ultimul model
Camera marșarier
Park Assist parchează singură
Cameră citire semne circulație
Joistik modelul nou pentru căutare în meniu
Asistenta unghi mort
Start stop
Consum redus
Scaune piele ALCANTARA electrice
Moduri de condus
Sport
Confort
Eco
Sport+
Individual
Activate din buton
Încărcare Wirless
etc
Un singur proprietar de la nou
Nu necesită nici o investiție
Nu confundați cu modelul vechi și cu cele cu cp puțini
La variante de schimb pretul este de 34000€"
mercedes-benz,Vito,11 950 €,1 600 cm³,120 CP,Diesel,Minibus,244 000 km,Rosu,2016,Manuala,"Vând Mercedes Vito Tourer
1.6 Diesel 120 cp Euro 6
Consum redus
Recent adus
Numere valabile
An fabricație 2016 luna a 10- a
Stare tehnică și optica bună
NU SCHIMB !
- 9 locuri
-clima manuala
-2 chei
-senzori ploaie + lumina
-jante aliaj
-bluetooth / sd / mp3
Etc"
mercedes-benz,Sprinter,11 500 €,2 200 cm³,129 CP,Diesel,Minibus,624 000 km,Alb,2014,Automata,"PRET 11.500 Euro + TVA
Vând Mercedes-Benz Sprinter 313 CDI din 2014, motor 2.2 CDI (OM651) – 129 CP, cutie automată 7G-Tronic Plus, tracțiune spate (4x2).
Mașina este în stare tehnică bună, întreținută regulat, cu 624.403 km reali.
A fost folosită în regim de transport ușor, nu pe curse grele. Se vinde deoarece nu mai este folosită zilnic.
ITP valabil, acte în regulă, pregătită de drum.
Detalii tehnice:
Motorizare: 2.2 CDI, 95 kW / 129 CP
Cutie automată 7G-Tronic Plus
Normă de poluare: EURO 6
Tracțiune: 4x2
Ampatament: 3665 mm
Caroserie: Furgon înalt (High Roof)
Culoare: Arctic White (9147)
Dotări și confort:
Climatizare automată (Tempmatic + încălzire auxiliară electrică)
Sistem Start/Stop ECO
ESP (Electronic Stability Program)
Asistent la pornirea în rampă (Hill Start Assist)
Cruise Control / ASSYST service indicator
Oglinzi electrice și încălzite
Iluminare de zi (Daylight Running Lights)
Scaun șofer cu suspensie și cotieră reglabilă
Închidere centralizată
Radio Audio 10 cu difuzoare față
Priză 12V în zona de marfă
Podea și pereți laterali din plastic ușor de curățat
Geamuri laterale fixe + lunetă încălzită
Anvelope all-season
Alte informații:
Rulaj: 624.403 km reali
Import Olanda
Un singur proprietar în România
Consum redus, motor fiabil, întreținut
Preț negociabil la fața locului"
mercedes-benz,R,4 750 €,2 987 cm³,140 CP,Diesel,SUV,254 917 km,Maro / Bej,2007,Automata,"Mercedes-Benz R Class 280, Diesel, CDI 4 Matic, 140 CP, 2997 cm3, 2007, 254917 Km
Cutie automată, 6 locuri (fotolii independente)
4x4
Cruise control
Comenzi pe volan
Interior piele crem foarte bine întreținut
Geamuri, oglinzi și scaune electrice
Climă două zone
Cârlig remorcă
Serie șasiu pt verificare Carvertical:
WDC2510201A061561
Adusă din Belgia, înmatriculată de trei ani în RO
Mașina funcționează bine
Probleme:
Pierde freonul din sistemul airco (conductă sau furtun sparte)
Pompă servo defectă
(Poate fi schimbată pt 250 de euro)
Pt alte detalii sunați la 07******21"
mercedes-benz,GLE,42 350 €,1 968 cm³,320 CP,Plug-In Hybrid,SUV,110 000 km,Negru,2022,Automata,"Mercedes-Benz GLE 350e 4MATIC Plug-in Hybrid | 2022 | 110.000 km | Germania
Preț: 42500€
An fabricație: 10.2022
Motorizare: 2.0 Diesel Plug-in Hybrid (OM654 + sistem hibrid 85–94 kW)
Putere totală: 333 CP
Tracțiune: 4MATIC
Transmisie: Automată 9G-Tronic
Normă de poluare: Euro 6d
Țară de proveniență: Germania
Kilometraj: 110.000 km
Culoare: Gri închis metalizat
Interior: Imitatie piele negru/antracit
Dotări principale
•	Pachet AMG exterior & interior look elegant
•	Tracțiune integrală 4MATIC
•	Suspensie standard coborâtă pentru o ținută de drum superioară
•	Sistem Plug-in Hybrid 85–94 kW, autonomie electrică excelentă
•	Cutie automată 9 trepte 9G-Tronic
•	Faruri LED High Performance cu funcție statică pentru partea dreaptă
•	Camere 360° și asistență la parcare (Active Park Assist, Park Assist cu funcție de trafic transversal)
•	Pilot automat adaptiv Distronic Plus + Stop&Go + asistență transversală
•	Active Parking Assist și Exit Warning Assistant
•	Adaptive Cruise Control (Distronic Plus)
•	Sistem de recunoaștere a indicatoarelor rutiere
•	Sistem automat de control al fazei lungi (IHC)
•	Asistență schimbare bandă și avertizare unghi mort
•	Sistem Android Auto & Apple CarPlay
•	Modul comunicație LTE Hermes + Mercedes Connect EV Functions
•	Navigație HDD + actualizări gratuite de hărți multi-anuale
•	Head-Up Display Central Large Size + pachet iluminare ambientală interior
•	Scaune încălzite față, suport lombar reglabil electric
•	Tapițerie din imitație de piele negru/antracit
•	Volan sport îmbrăcat în piele multifuncțional
•	Accente cromate în interior (pachet Interior Chrome)
•	Trapa panoramică glisantă electric
•	Hayon electric Easy-Pack
•	Climatizare automată cu reglaj pe două zone
•	Jante aliaj 19” Multi-Spoke Design
•	Sistem de monitorizare a presiunii în anvelope (TPM)
•	Sistem E-Call de urgență integrat
•	Sistem de sunet exterior pentru hibride (generator zgomot EV)
•	Cabluri încărcare incluse: Mode 2, Mode 3 și Schuko (11 kW, 5 m)
•	Priză Type 2 (Combo)
•	Capac compartiment încărcare
•	Sistem Start/Stop, Extended Restart în ambuteiaje
•	Control aerodinamic (pachet 9U7)
•	Euro NCAP 5 stele
•	Pachet oglinzi electrice rabatabile + Logo Projection via Mirror
•	Sistem de asistență la volan cu comutator pentru schimbare direcție automată
•	Pachet de siguranță complet: KneeBag, ISOFIX i-Size, Safety Vest Drive
Informații suplimentare
•	Vehicul fabricat pentru Germania, produs în SUA.
•	Toate reviziile la zi, proveniență verificată.
•	Un singur proprietar.
•	Disponibil imediat, perfect pentru oraș și drumuri lungi.
•	Consum combinat scăzut datorită sistemului hibrid diesel-electric."
mercedes-benz,E Class,6 990 €,2 200 cm³,170 CP,Diesel,Berlina,268 000 km,Gri,2009,Automata,"Vând Mercedes E class W211 E 220 Avangarde Facelift Automatik An fabricație 11/2008 . Motor 2.2 de 170 cp Km Originali 268,000 km .Recent adusă în țară și înmatriculată persoană fizică Deosebit de întreținut și îngrijit fără absolut nici o problemă. Rulează și arata impecabil din toate punctele de vedere.
Este într-o stare tehnica excepțională Are anvelope de vara Michelin pe jante AMG pe 18” Este o mașină ținută in garaj, foarte curata și întreținută corespunzător! Pret 6990€
Locatie: Iasi zona Visan .Pentru orice detalii și informații va stau la dispoziție Puteți vedea mașina și în incinta Spitalului Urgență Spiridon Iași între orele 08.00/14.00. Nu deranjați inutil"
mercedes-benz,E Class,7 699 €,2 196 cm³,136 CP,Diesel,Berlina,440 000 km,Galben / Auriu,2014,Automata,"Ofer spre vanzare, Mercedes 2.2 D din anul 2014, in stare perfecta de functionare, masina arata foarte bine pentru cei 440000 km pe care ii are, a fost cumparata din Germania si in prezent este inmatriculata in Romania, circul cu ea zi de zi!
Masina este dotata cu rmatoarele:
- senzori de parcare, lumini, ploaie
- sistem antiderapaj
- isi cauta loc de parcare si parcheaza singura
- faruri xenon
- incalzire in scaune
- 4 geamuri electrice
- oglizi electrice
- jante aliaj
- volan piele cu comenzi
- navigatie
- tetiere electrice
- porbagaj cu deschidere electrica
- telefon auto
- ceas bord S-Class
- dublu climatronic
- trapa electruca
Etc..
A fost unica masina a unui taximetrist si de noua doar el a condus-o cei care cunosc legile din Germania stiu ce inseamna asta! (In Germania nici sotia nu o poate conduce daca este taxi)
O masina care nu necesita nicio investitie a fost servisata total cand am adus-o si de atunci (1 an) toate schimburile au fost facute la 9000-10000km
Accept schimburi cu masini 8+1 mai ieftine si diferenta!
Detalii la telefon, nu imi scrieti degeaba aici cu incercari de negociere pt ca nu va raspund! Pret foarte putin negociabil!"
mercedes-benz,A,3 300 €,1 700 cm³,N/A,Benzina,Cabrio,207 821 km,Negru,2011,Automata,"Vând Mercedes clasa A 160 cutie automată, benzină, an fabricație 2011, motor 1,7 primul proprietar. Masina este dotată cu senzori de parcare, asistență din rampa, AC functionabil, jante aliaj, comenzi volan, încălzire scaune, pilot automat. Prețul este usor negociabil la fața locului! Nr tel 07******41 . Fiscal pe loc , toate actele în regulă , kilometri reali cu verificarea nr de șasiu WDD1690311J957131
Anvelope patru anotimpuri. Masina de nefumător ."
mercedes-benz,AMG GT,82 500 €,2 999 cm³,550 CP,Benzina,Berlina,95 000 km,N/A,2019,Automata,"Mercedes-Benz AMG GT 53 4matic+ 06/2019
Masina a fost întretinută obsesiv ! Unic proprietar !
S-au investit foarte multi bani in masina ! Cu facturi doveditoare!!!
Accept si UNELE variante +/- !!!!"
mercedes-benz,E Class,21 950 €,1 950 cm³,194 CP,Diesel,Berlina,186 000 km,Negru,2016,Automata,"Mercedes E-class W213 Pachet Luxury Edition Exclusive by Carl-Benz (semnătura parbriz)
- Sistem audio BURMASTER
- Faruri MULTIBEAM Led Dinamice
- Culoare OBSIDIAN BLACK METALLIC
FRONT-LANNE-SIDE-SIGN-PARK-TRAFIC-LIGHT ASSIST
Moduri condus - INDIVIDUAL, SPORT, SPORT+, COMFORT, ECO.
- Plafon negru
- Lumini ambientale
- Padele volan
- 2 butoane
- Bordul și ușile îmbrăcate în piele + cusătură bord și uși
- încărcare wireless
- Elemente ornamentale din lemn de frasin negru
- Scaune electrice
- centură adjustabilă automată, etc.
Jante în 2 dimensiuni 275/35 R19 spate și 245/40 R19 față.
- anvelope all season Michelin Crossclimate2 Dot 2024
- anvelope vara Dot 2024
În 2024 s.au înlocuit placuțele față-spate, bateria, ulei și filtru cutie automată, ștergătoarele.
istoric Mercedes
Antifonare suplimentara la pasajul roților față + aripi
Accept verificare service autorizat!
SCHIMB doar cu BMW X5 F15 2.5d 231cp."
mercedes-benz,Sprinter,11 900 €,2 200 cm³,163 CP,Diesel,Minibus,291 000 km,N/A,2016,Automata,"Mercedes Sprinter
Motorizare 2.2 CDI 163CP
Norma de Poluare Euro 5
Adus recent din Germania pe Roti
Cumparata de la Persoana Fizica
DOTARI :
Sistem de Climatizare AC Functional
Cruise Control
Lane Assist
Blind Assist
Senzori de parcare fata + Spate
Camera faza lunga faza scurta
Cititor indicatoare
Sistem de navigație Full Europa
Slot Usb / Card
Bord Computer Multifunctional
Radio CD + Navi Orig Mercedes
Geamuri Electrice
Senzori de Ploaie + Lumini
Oglinzi Electrice
Usi rabatabile 270°
Cauciucuri de sezon 80%
Stare Tehnica si Estetica IMPECABILA
Accept si Recomand Absolut orice test Autorizat"
