marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
fiat,500L,9 990 €,1 300 cm³,95 CP,Diesel,Monovolum,100 000 km,Negru,2020,Manuala,"FIAT 500L  7 LOCURI
TRANSPORT INCLUS LA DOMICILIU
CULOARE NEGRU
1.3 DIESEL 95 CP
CUTIE MANUALA
100000 KM
OGLINZI FULL ELECTRICE INCALZITE
FARURI REGLABILE
TAPITERIE  TEXTIL
CLIMATRONIC 2 ZONE
SENZORI PARCARE SPATE
SISTEM NAVIGATIE
COMENZI VOLAN
SCAUNE INCALZITE
PILOT AUTOMAT
Tu iti alegi masina, noi ne ocupam de finantare!
Vino la un test drive gratuit pentru a testa calitatea autoturismelor.Este locul din care poti sa iti cumperi masina dorita in conditii de siguranta si incredere!
* AUTO BOX PLOIESTI *
*Posibilitate achizitionare cash si prin finantare(rate), cu sau fara avans. Aveti nevoie doar de buletin !
*Aprobare si finantare direct la sediul nostru sau totul online in maxim 1 ora!
*Pentru rate se accepta firme, persoane fizice si persoane care au mici probleme in biroul de credite, inclusiv pensionari !
* Finantare si pentru persoanele cu probleme in Biroul de Credit cu avans minim 10%!
* Finantare si pentru persoanele care lucreaza in afara tarii cu avans 0!
*Acceptam si masini in sistemul de buy-back, respectiv masina dvs se poate accepta ca avans pentru una de la noi.
*Vechime de minim 3 luni la locul de munca.
*Salariul incepand de la cel minim pe economie
*Actele le perfectam pe loc la biroul nostru din incinta parcului!
*Se eliberează factura fiscala!
*Punem la dispozitia clientului toate documentele necesare inmatricularii autovehiculului sau transcrierii acestuia.
*La cererea clientului putem intermedia tot procesul de inmatriculare(RAR, Politie, etc.)
Masini in rate cu avans 0
Rate fixe/Posibilitate achitare anticipat
Se accepta Soferi cu diurna / pensionari
Posibilitate finanțare doar cu buletinul
Aprobare online
Aprobare credit in maxim 2h
Avans ZERO
Dobânda de la 1% pe luna
Vârstă între 21 de ani și maxim 75 de ani.
In cazul in care nu răspundem va rog lăsați mesaj indicând autovehiculul care va interesează și detaliile dumneavoastră de contact , cu siguranța vom reveni cu telefon!
Adresa parcului nostru este : DN 1A Centura de Est a Ploiestiului
Daca folositi Waze sau GoogleMaps: AUTO BOX PLOIESTI
Program
Luni-Vineri -8.00-18.00
Sâmbătă. -9.00-16.00
Duminica -9.00-16.00"
fiat,Punto,3 990 €,1 248 cm³,85 CP,Diesel,Hatchback,155 637 km,Alta culoare,2011,Manuala,"***www.autovision-bacau.ro***
Posibilitate rate/ leasing auto/ cash/ buy back si test drive
Posibilitate de închidere anticipata si recalculare a creditului
Verificarile și detaliile pentru rate se pot face TELEFONIC -- GABRIEL--O758.888.58O -- , WhatsApp sau direct la sediul nostru!
Acest autoturism poate fi finantat in conditii avantajoase:
* Persoane Fizice:
- Cu istoric negativ in biroul de credit si 20%avans-in functie de istoricul clientului
- Contracte de munca din AFARA TARII (din strainatate )
- Cu venituri din diurna
- Persoanele cu pensii din Romania vârstă maxima 75 de ani la inchiderea creditului
- Venituri din dividente
- Cu venituri din Prenatal
*Persoane juridice :
- Firme (PFA, întreprinderi individuale, SRL etc)
Posibilitate achizitie in rate incepand de la 800 lei/ luna prin TBI Bank/ BT Direct/ Mogo
Marca: Fiat
Model:Punto
Motor: 1.3 Diesel 62kw/85cp
An fabricatie: 2011
Km la bord: 155637 (absolut originali)
Numar de locuri: 5
Culoare: Mocha Brown (culoare deosebita)
Caroserie: Hatchback
Tara de origine: Luxemburg
Cutie de viteze: Manuala 5+1 trepte (schimba excelent
VIN: ZFA19900000800218 (pentru orice verificare dorita)
Dotari:
~ Motorizare de top ,consum mic si taxe minore (ruleaza excelent)
~ Kilometraj absolut original
~ Autoturism foarte ingrijit atat interior cat si exterior
~ Import Luxemburg (stare tehnica si estetica foarte buna)
~ Computer de bord cu multiple functii,AUX si Port USB
~ Scaune textil foarte curate si foarte ingrijite cu multiple reglaje
~ Sistem de sonorizare excelent foarte clar si foarte puternit
~ Proiectoare de ceata functionale
~ Radio CD original Fiat MP3 cu numeroase functii
~ Posibilitate conectare AUX si USB
~ Volan 3 spite imbracat in piele fara gram de uzura
~ Comenzi volan+comenzi vocale pentru majoritatea functiilor radio
~ Ac complet functional
~ Oglinzi reglabile electric
~ Servo CITY (foarte usor de condus in oras)
~ 2 Geamuri electrice
~ 2CHEI+Inchidere centralizata
~ Proiectoare ceata
~ Portbagaj foarte incapator si foarte spatios
~ Model deosebit original din fabrica fara accident in stare excelenta!
**Masina se prezinta intr-o stare foarte buna atat tehnic cat si optic**
**Motorul ruleaza exceptional,totul impecabil interior exterior,km originali**
**Motorizare foarte reusita in stare excelenta,dotari de top!**
**Detinem toate actele in vederea inmatricularii,acceptam orice proba dorita**
**Autoturism original ,stare excelenta,km absolut original!**
**Se elibereaza factura fiscala cu km certificati si CMR de transport**
**Masina poate pleca pe roti fara nici cea mai mica problema**
**Pentru orice informatii suplimentare va rugam sa ne contactati telefonic**
**Pot exista erori in legatura cu descrierea autoturismului, a datelor specificate precum si a dotarilor**
**Rugam intrebari sau la cerere putem oferi poze/video pentru orice nelamuri sau neclaritati!**
**Oferim o cat mai buna transparenta clientilor in raport cu serviciile oferite de parcul nostru**
Tel: O758.657.O45.
O758.888.58O.
***De ce sa alegi AUTOVISION-BACAU?
- Oferim garantie 12 LUNI* conditie supusa unor termeni si conditii
- Se ofera numere rosii (provizorii) pe loc
- Punem la dispozitia clientului toate documentele in vederea inmatricularii.
- La cerere oferim servicii de inmatriculare (Jud. Bacau)/ programare RAR
- Km 100% verificabili. Se elibereaza factura cu km trecuti pe ea
- Serie sasiu disponibila pentru verificare CarVertical
- Firma noastra, cu o experienta de peste 14 ani in domeniu, comercializeaza autovehicule ce pot fi verificate in orice service autorizat! Agentii nostri achizitioneaza masinile direct de la proprietar sau din reprezentante Germania (masini oferite la buy back de clienti). Toate autovehiculele sunt livrate in tara cu platforme proprii, asigurate CMR.
- Oferim livrare in orice localitate din tara cu platforme proprii
- Daca nu ai gasit masina dorita in stoc, ne puteti contacta oricand pentru plasarea unei comenzi!"
fiat,Panda,2 850 €,1 200 cm³,69 CP,Benzina,Off-road,200 000 km,Galben / Auriu,2007,N/A,"An de2007
.  1.2 benzina 69 cai 4X4 200000 km technic și estetic stare buna fara defecte clima oglinzi electrice reglaj înălțime scaun șofer .. cârlig ..funcția city servo merge mai ușor pt oraș și parcare"
fiat,Croma,2 250 €,1 900 cm³,150 CP,Diesel,Break,270 500 km,Negru,2007,Automata,"Fiat Croma 1.9 Multijet – 150 CP – Automată – Wagon (Break)
An 2007 • 270.500 km reali • Preț: 2.200 € negociabil
Mașină întreținută, folosită în familie, pregătită de drum lung. Nu bate, nu troncăne, nu are erori în bord.
Investiții mari făcute recent:
Planetare noi
Distribuție completă schimbată
Revizie cutie automată (Aisin TF-80) + ulei cutie schimbat
Revizie motor
Ulei + filtre schimbate
Se oferă dovadă la fața locului
Dotări & Confort
Cutie automată
Climatronic 2 zone
Cruise control
Senzori parcare
Jante aliaj
ABS / ESP
Computer bord
Interior îngrijit
Alte detalii
Culoare: negru
Motor foarte economic și fiabil
Spațiu mare, ideal familie / drum lung
270.500 km reali
Carte service și istoricul lucrărilor disponibile
Fără jocuri în trenul de rulare
Motiv vânzare: plecăm din țară — nu are nicio problemă tehnică.
Preț: 2.200 € – negociabil la fața locului, în limita bunului simț."
fiat,600,5 500 €,767 cm³,29 CP,Benzina,Coupe,9 042 km,Alb,1963,Manuala,"Vând Fiat 600 , an fabricație 1963
Capacitate cilindrica 767 cc
Putere: 29 CP
Benzina
Km: 9042
Masina sta de 2 ani, este recondiționata trebuie doar repornita.
Acum nu este înmatriculată însă toate actele sunt pregătite de inmatriculare, a fost înmatriculată in Romania. Trebuie pornita si programata la RAR. Va pun la dispozitie toate documentele necesare.
Negocierea se face doar la fata locului, fara oferte aberante.
Nu fac schimburi."
fiat,500,4 940 €,1 242 cm³,69 CP,Benzina,Hatchback,152 125 km,Negru,2009,Manuala,"* nu s-au scos numere rosii, posibilitate a 3 randuri
* ZFA31200000201155, pentru verificare istoric
== Fiat 500 *unic proprietar pe brif
== 1.3 - benzina *51 kw - 69 cp *comenzi pe volan
== import Austria *2 chei *af.2009
== km 152125 cu istoric in reteaua Fiat
== servodirectie city drive directie asistata electronic
== aer conditionat, functioneaza perfect
== radio cd mp3 player + intrare auxiliar + USB
== scaune+bancheta de piele cu zero uzura
== senzori parcare spate *lumini de zi
== jante aliaj originale Fiat pe 15""
== volan piele multifunctional, reglabil pe inaltime si adancime
== scaune reglabile in 3 pozitii *proiectoare ceata
== bluetooth - preia agenda telefonului
== cric+cheie de roti+roata de rezerva
== BONUS! 4 cauciucuri noi de iarna+4 jante de tabla
== geamuri privacy glass heliomate din fabrica
== abs *esp *asr *full servo *multiple airbag-uri
== lumini ambientale interior *pachet crom exterior"
fiat,Freemont,5 680 €,1 986 cm³,163 CP,Diesel,Monovolum,340 000 km,Maro / Bej,2012,Manuala,"Fiat Freemont 2.0 Diesel,7 Locuri,GARANTIE,RATE CU AVANS 0!
**ATENTIE** In ciuda km,autoturismul se afla intr-o stare ireprosabila!!
RokAuto Import – Parc auto autorizat, Bacău,Hemeiuș!
Oferim autoturisme rulate, importate din Europa, atent verificate tehnic și juridic, cu acte clare și condiții avantajoase de achiziție.
Ce oferim:
•	Mașini verificate tehnic, fără vicii ascunse
•	Kilometri garantați, menționați în factură
•	Achiziție în rate prin partenerii noștri financiari – avans 0, rate fixe, aprobare rapidă (inclusiv pentru persoane cu istoric negativ)
•	Clientul devine direct proprietar – nu reținem actele
•	Transport gratuit la domiciliu sau numere provizorii pe loc
•	Garanție inclusă în preț
•	Servicii suplimentare: înmatriculare și RAR (jud. Bacău)
•	Sistem buy-back
Dotări și echipare:
Autoturismul beneficiază de dotările standard corespunzătoare versiunii de echipare. Pentru lista completă a dotărilor suplimentare (față de cele de bază), vă rugăm să verificați împreună cu un reprezentant de vânzări. Această abordare asigură claritate și evitarea oricărei neînțelegeri. Dotările pot fi prezentate la fața locului, prin video call sau în materialele video disponibile.
De ce să alegi RokAuto Import:
Pentru că punem accent pe seriozitate, transparență și servicii complete. Fiecare client este tratat corect, iar fiecare mașină vândută este o carte de vizită pentru noi.
Oferim consultanță personalizată pentru a te ajuta să alegi mașina potrivită, test drive fără obligații și posibilitatea de comandă la cerere, în cazul în care nu găsești modelul dorit în stoc. Sună acum și programează o vizionare – descoperă diferența dintre un simplu vânzător și un dealer auto de încredere"
fiat,500,18 500 €,993 cm³,80 CP,Benzina,Cabrio,28 000 km,Albastru,2018,Manuala,"Vând Fiat 500 Riva, cabrio, 2018, o ediție specială inspirată de eleganța iahturilor Riva – un model rar, cu detalii rafinate din lemn de mahon și accente cromate.
Cutie manuală, motor economic și o estetică unică, ce îmbină spiritul italian cu rafinamentul maritim.
Kilometraj real: 28.000 km
Țară de proveniență: Germania (rulată exclusiv acolo). Achizitionata in iulie 2024 de la primul proprietar din Germania si rulata ocazional in Romania.
Stare: impecabilă, ca nouă
Istoric service.
Certificat de conformitate.
Transmisie: manuală
Vanzarea de pe firma cu tva la marja profitului.
Interior: combinație piele albă & albastru Riva, finisaje din lemn veritabil
Dotări: climatizare automată, ecran tactil, Bluetooth, jante Riva originale
O mașină de colecție pentru pasionații de detalii fine și design atemporal.
Perfectă pentru oraș, cu farmecul autentic al stilului italian."
fiat,500L,6 999 €,1 299 cm³,101 CP,Diesel,Hatchback,170 000 km,N/A,2017,Manuala,"Vând Fiat 500l, recent adus, motorizare 1.3 euro 6 dar adblue! filtru de particule activ, cutie manuală 6+1, consum foarte mic!
Interior bi-color super întreținut, navigație, dublu climatronic
Comenzi volan, pilot automat
Senzori  de ploaie, lumină, parcare
Cauciucuri noi, discuri față noi
Cornering, faruri adaptive
Opțiune City mode
Preț ușor negociabil
Nu fac schimburi
Se oferă seria de șasiu la cerere!"
fiat,Doblo,3 500 €,1 600 cm³,105 CP,Diesel,Monovolum,450 000 km,Albastru,2012,Manuala,"Unic proprietar de noua, stare foarte buna, intretinuta cu service la timp.
Fara accidente, a se verifica seria de caroserie
Izoterma carosata la CAUTIS, in prezent este autorizata DSV pentru transport mâncare in regim catering.
Toate documentele valabile, certificat fiscal pe loc.
Preț ușor negociabil"
fiat,500,3 450 €,1 400 cm³,270 CP,Benzina,Coupe,N/A,Alb,2009,Manuala,"Fiat 500 Abarth
An fb 2009 caroseria
Componentele interior și exterior sunt 2017
Are 32.000. Mile
Stage 2 270cp
Dotări
Comenzi pe volan
Navigație
Scaune sport reglabile
Oglinzi electrice
Aer condiționat
Jante aliaj
Evacuare sport
Preț 4000€ negociabil.Masina este ín România
Nu mà internează schimburi !!!"
fiat,500E,18 600 €,N/A,118 CP,Electric,Coupe,24 000 km,Gri,2023,Automata,"Fiat 500 La Prima.  Are carte de Romania.
An 2023 , km 24.000.
Senzori 360, camera spate, planfon de sticla, faruri si stopuri full led, faza lunga auto, incalzire scaune, tapiterie piele, pilot automat adaptive, lane assist, blind spot monitoring, evitare coliziune plus fanare automata, recunoastere semne. Oglinzi electrice heliomate, incalzite. Oglinda retrovizoare cu senzor anti oribire.  Autonomie intre 270 si 320 km
118 cp, baterie de 42 kw. Monitorizare presiune pneuri."
fiat,Sedici,2 500 €,1 900 cm³,120 CP,Diesel,Berlina,230 500 km,Gri,2008,Manuala,"Vand Fiat sedici(Suzuki Sx4 ) din 2008
Motor 1,9 diesel 120c.p.
Euro 4
4×4 la buton cu diferential blocabil
Stare perfecta fara probleme
Dotarii
Navigatie cu android 4gb rami 64gb
memorie
Camera mansalier
Bulbar inox
Pragurii inox
Cauciucurii noi offriamo road noi
Cutie manuala 6+1 trepte
Toate schimburile efectuate la zi inclusiv distributia
Dovada cu facturii
Acte la zi asigurare,itp,fiscal
Totul functional perfect fara erorii
Mai multe detalii la tel.
Cauciucurii"
fiat,500L,7 200 €,1 400 cm³,90 CP,Benzina,SUV,95 000 km,Albastru,2019,Manuala,"Se vinde
Fiat 500L Cross
An fabricație 2019
Motor 1.4 Benzină
Km 95.000 Cu acte doveditoare
Norma de poluare euro 6
Clima Abs Esp Servo Direcție Computer Bord Navigație Senzori Ploaie Senzori Parcare Airbaguri Pilot Automat Comenzi Volan Start Stop Geamuri Electrice Oglinzi electrice încălzite Senzori lumini Comenzi volan Alarma Jante aliaj inchidere centralizata etc
Detalii mai multe la tel
Preț ușor neg"
fiat,500X,8 900 €,1 956 cm³,140 CP,Diesel,SUV,105 000 km,Albastru,2016,Automata,"FIAT 500X 2.0 Motorină 2016 4X4, EURO 6 sevice la zi (distribuție, schimb de ulei motor și cutie de  viteze filtre)
* tracțiune integrală,
* 3 moduri de condus Sport/Auto/4x4,
* navigație cu Android,
* cutie automată cu 9 trepte,
* interior piele/stofă
* proiectoare ceată Day Light,
* senzori parcare față/spate
* sistem audio performance
* volan cu comenzi
* pilot automat
* computer bord
* jenți pe 18, bicolor cu cauciucuri aproape noi
* cotieră reglabilă și cu spațiu depozitare,
* Keyless GO și Keyless Entry,
* Isofix,
* Bluetooth/AUX/ USB/SD,
* incalzire volan si incalzire scaune fata
si multe alte dotări..."
fiat,Panda,6 500 lei,1 100 cm³,54 CP,Benzina,Hatchback,33 000 km,Albastru,2005,Manuala,"Vând Fiat Panda, an fabricație 2005, motor benzină 1.1, doar 33.000 km reali, mașină foarte bine întreținută și folosită rar.
Caroserie albastră, fără rugină, fără lovituri majore, interior curat, nefumător.
Dotări:
Geamuri electrice
Închidere centralizată cu cheie
Radio/CD original
ITP valabil
Cauciucuri în stare bună
Stare tehnică: impecabilă – motorul pornește imediat, suspensia bună, frâne ok.
Ideală ca a doua mașină, pentru oraș sau navetă, consum foarte redus.
Fără servo direcție – dar direcția este ușoară datorită masei reduse. Nu are aer conditionat.
Alte detalii:
Documente în regulă, pregătită pentru vânzare.
Se poate verifica oricând.
Nu schimburi, doar vânzare.
Preț: 2.300 € (ușor negociabil, doar la fața locului)"
