marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
renault,Clio,5 000 €,900 cm³,N/A,Benzina,Hatchback,181 000 km,Alb,2017,N/A,"Renault Clio 0.9 Tce
- 90 CP
- Euro 6
- An fabricatie 2017
- 181000 km
- Volan piele cu comenzi
- Bluetooth / Auxiliar / stick USB /SD Card
- Suport telefon
- Aer conditionat
- Volan de piele cu comenzi
- Lumini de zi cu led
- Jante pe 15 cu anvelope in stare foarte buna
- Sistem audio HI FI Bass Reflex
-Geamuri electrice
- Oglinzi electrice incalzite
- Abs ,EsP
- Pilot automat
- Bancheta rabatabila
- Start /Stop
-Senzori de parcare
Detalii in privat
Tara provenienta Germania
Nu s.au scos numere rosii
Posibilitate de transport la domiciliu cu platforma
Pret FIX"
renault,Trafic,10 000 €,1 600 cm³,120 CP,Diesel,Minibus,280 000 km,Verde,2015,Manuala,"Vând Renault trafic 1.6 cu 120 cai
Cutie 6+1 manuala
Adusă din Belgia
Cu distribuție lanț schimbată
Ambreiaj nou
Cauciucurile sunt noi
A fost folosită la un centru de persoane cu dizabilități
Posibilitate de transport
Se poate face cu 8 locuri
Este autoturism m1 nu autoutilitară
Impozit mic
Pentru detalii 004072065232sapte"
renault,Scenic,2 250 €,2 000 cm³,135 CP,Benzina,Berlina,101 972 km,Argintiu,2007,Manuala,"Renault  Scenic / 2.0 benzină / 6 Trepte / An 2007/ Euro 4
101.972 km originali
- start/stop
- pilot automat
- computer bord
- dublu climtronic
- incalzire in scaune
- geamuri el fata/spate
- oglinzi electrice incalzite
- oglinzi retractabile electric
- carlig de remorcare original
- volan reglabil
- suporti pentru pahare
- proiectoare de ceata
- cotiera fata reglabil
- senzori de parcare
- sensori de ploaie
- perdelute spate
- magazie cd-uri
- 2 cartele
- ABS/ESP
Masina se prezinta in stare buna de functionare si estetica,toate dotarile sunt functionale,recent adusa in tara,nu are nr rosii scoase, nu are elemente  revopsite și nici rugină .
2250€ preț negociabil
Tel: +40************83"
renault,Megane,8 900 €,1 461 cm³,115 CP,Diesel,Hatchback,210 000 km,Alb,2020,Automata,"Vând Renault Megane 4, an fabricație 2020, motorizare 1.5 dCi cu 115 CP, cutie de viteze automată, în stare foarte bună, import recent, neînmatriculată în România.
Dotări principale:
Navigație integrată
Apple CarPlay / Android Auto
Faruri automate
Senzor de ploaie și lumină
Senzori de parcare față și spate
Pilot automat / limitator de viteză
Interior curat, fără urme de uzură
Caroserie în stare excelentă, fără lovituri
Detalii tehnice:
Kilometraj: 210.000 km reali
Motor și cutie automată în stare perfectă de funcționare
Consum redus, ideal pentru oraș și drumuri lungi"
renault,Clio,4 350 €,898 cm³,66 CP,Benzina,Hatchback,115 000 km,Alb,2016,Manuala,"AVARII CONFORM FOTOGRAFIILOR.
NU ARE AIRBAG-URI SĂRITE
MOTOR FUNCȚIONAL .
Instalație GPL omologata RAR și trecută atât în CIV cât și în talon.
VIN : VF15R240A56920373"
renault,Koleos,3 390 €,1 995 cm³,173 CP,Diesel,SUV,312 000 km,Negru,2008,Manuala,"Renault Koleos 173 cp,  2.0 dci.
Import recent Germania , 2008
Numere provizorii 60 zile
4 x 4 la buton selector: 3 moduri 4x2, auto și 4x4
Asistență la pornire în rampă
Asistență la coborâre pantă
Airbag-uri, ESP, ABS
Sistem audio BOSE - radio, magazie 6 cd MP3 si AUX- IN
Încălzire scaune și auxiliară
Interior piele
Dublu climatronic
Pilot automat cruise control
Limitator de viteza
Faruri Xenon cu iluminare suplimentară H7 viraj stânga - dreapta, Cornering
Panoramic dublu, față mobil, spate fix
Oglinzi exterioare actionate si incalzite electric
Perdeluțe geamuri spate
Keyless entry
keyless go
Comenzi volan
Navigatie Carminat
Tempomat și limitator de viteză
Senzor de ploaie și lumini auto
Senzori parcare față și spate
Afișaj multifuncțional/ computer de bord
Geamuri electrice față și spate
Motorul și cutia de viteze sunt în parametri excelenți fără bătăi sau zgomote suspecte!!"
renault,Megane,4 499 €,1 500 cm³,110 CP,Diesel,Break,N/A,Albastru,2014,Automata,"Renault Megane 3, motor 1.5 dCi, cutie automata, interior-exterior curat, nu necesita investitii.
Toate actele valabile, fiscal pe loc.
Dotari:
*Jante Aliaj Usor 16 Cauciucuri de iarna
* Interior Textil Reglabil Foarte Ingrijit
* Navigatie Romania / Bluetooth / AUX / HDD
* Sistem Audio Energy
* Pilot Automat / Limitator de Viteza
* Dublu Climatronic Functional
* DRL Led
* ESP/ABS
* Oglinzi Incalzite , Raglabile si Rabatabile Electric
* Volan reglabil imbracat in piele
* Computer de bord multifunctional / Ceasuri cu Afisaj digital
* Geamuri Electrice Fata/Spate
* Trim-uri interior Grey
* Comenzi volan
* Cotiera Fata / Spate
* Airbag-uri fata (sofer + pasager), laterale fata si cortina fata /spate
* Senzori ploaie
* Senzori lumini
* Pachet fumatori
* Proiectoare ceata
* Follow me home
* Alarma
* Kit Pana Complet + Roata Aliaj
Mai multe informatii la telefon."
renault,Megane,8 990 €,1 461 cm³,110 CP,Diesel,Break,142 000 km,Gri,2017,Manuala,"Renault Megane 4
An Fabricatie 2017
Motorizare 1.5 DCi 110CP
Transmisie Manuală 6+1 trepte
Norma de Poluare Euro 6
Țară de Proveniență Belgia
Dotari :
Senzori de Parcare Spate
Navigație Mare
Android Auto/ Apple CarPlay
Multi Sense 5 moduri de condus Eco/Sport/Neutral/Confort/Personalizat
Keyless entry, keyless go
Ceasuri Bord Digitale
Lane Assist
Dublu climatronic
Bluetooth / Telefon
Camera Marșarier
Pilot automat
Day Light Led
Suport pahare
Volan Piele / Comenzi
Bancheta spate rabatabila în 3 moduri.
ESP / ASR / ABS
Jante Aliaj R16
Geamuri laterale cu folie omologata RAR
4 Geamuri electrice
Senzori de Lumini
Senzor de Ploaie
Bancheta spate cu sistem Isofix
Oglinda retrovizoare interioara electrocromatica
Oglinzi retrovizoare ajustabile electric / Pliabile electric
Grafica Bordului TFT cu 3 moduri de afișare
Proiectoare ceata
2 Chei KEYLESS"
renault,Latitude,4 700 €,1 995 cm³,173 CP,Diesel,Berlina,160 000 km,Alb,2011,Manuala,"Echiparea de top Initiale paris
Masina personala, itp valabil
Ofer certificat fiscal
- Motor 2.0 diesel de provenienta japoneza ( Nissan)
-culoare alb perlat
- Cutie de viteze manuala
- tapiterie piele
- scaun sofer cu reglaj electric, incalzire, memorie
- funtie de urcare/coborare usoara (scaunul soferului se deplaseaza in spate la deschiderea usii si revine in pozitie la pornirea motorului)
- scaun pasager cu reglaj electric si incalzire
- sistem audio Bose cu subwoofer si amplificator
- clima automata dual zone
- sistem de parfumarea si dezinfectarea aerului din habitaclu
- senzori de parcare fata/spate + camera spate
- keyless entry, keyless go
- usile se incuie singure la indepartare de masina
Motorul funcționează perfect, esapamentul este curat, fara depuneri de funingime( a se vedea poza)
Fara accident, mici zgarieturi conform varstei
Pentru detalii ma puteti contacta la telefon"
renault,Megane,7 999 €,1 461 cm³,115 CP,Diesel,Break,300 km,Alb,2021,Manuala,"Renault Megane an 2021
Import Franța
Navigație
Dublu climatronic
Comenzi volan
Keyless go
Keyless start
Keyless entry
Volan piele
Recunoaște semnele
Ține banda
Frânează singură
Senzori ploaie
Lumini ultimate
Cornering
Geamuri electrice față spate
Auxiliar
Mod condus Eco
Start stop
Pilot automat
Isofix
Oglinzi electrice pliabile
Senzori parcare față spate
Geamuri ionizate
Cotieră șofer
Proiectoare ceață
Faruri led Pure vision
Stopuri led
Cutie 6+1 trepte
Nu a fost implicata in accident
Dețin carte service
Ofer raport car vertical
Euro 6
Motor 1461 cm diesel
Cp 115
km 300000
Auto Foarte îngrijită fără martori aprinși
Nu necesită reparați
Nu doresc schimburi
Preț 7999 prețul este fix"
renault,Clio,4 599 €,1 149 cm³,75 CP,Benzina,Berlina,216 000 km,Negru,2014,Manuala,"Renault Clio
2014
Euro5
1.2benzina 75cp
Clima
Navigație color cu touchscreen
Bluethoot Redare audio
Usb,aux
Computer bord
Pilot automat
Comenzi volan
Volan reglabil
Oglinzi electrice incalzite
Inchidere centralizata
2key cartela
Daylight led
Proiectoare ceata
Lumini automate
Jante aliaj cauciucuri bune
Geamuri electrice
Start stop
Abs
Esp
Servodirectie
216.800km reali-ofer serie
Masina merge si arata bine
Import Olanda"
renault,Clio,4 499 €,1 498 cm³,90 CP,Diesel,Break,259 000 km,Negru,2015,Manuala,"Renault Clio
Motor 1.5 DCI, 90 cp
Cutie manuala 5+1 trepte
An: 2015
Dotari:
•navigatie
•sonorizare bass reflex
•aer conditionat
•geamuri electrice
•oglinzi electrice incalzite
•computer bord
•pilot automat
•limitator de viteza
•hands free
•bluetooth media streaming
•intrare auxiliara
•comenzi pe volan
•volan reglabil pe inaltime si adancime
•abs,esp
•isofix
•cotiera
•mod condus ECO
•start-stop, etc
Masina se prezintă intr-o stare foarte bine atat estetic cât și mecanic"
renault,Captur,6 190 €,900 cm³,90 CP,Benzina,Hatchback,104 000 km,Argintiu,2014,Manuala,"Renault Captur
Motorizare: 0.9TCe, 90cai putere
An Fabricatie: 2014
Norma poluare: Euro 5
Rulaj de doar 104000 KM,
-Faruri Xenon
-Sistem Comfort Keyless Entry
-Sistem Comfort Keyless Go
-Sistem Multimedia Renault, redare prin Bluetooth/USB/AUX
-Comenzi volan multimedia
-Ac funcțional
-Interior textil, foarte curat si ingrijit
-Oglinzi exterioare incalzite
-4Geamuri electrice
-Privacy Glass
-Comenzi multimedia volan
-Cruise Control (pilot automat)
-Jante aliaj originale pe 17"", echipate cu anvelope foarte bune
-Detin facturi ce dovedesc kilometri
-2 Chei
-Accept test autorizat !!!
Masina a fost recent adusa, nerulata in tara. Se prezinta intr-o stare impecabila din orice punct de vedere.
La cerere pot ajuta cu transportul pe platforma. Mai multe detalii la telefon!"
renault,Talisman,8 200 €,1 600 cm³,150 CP,Benzina,Berlina,209 000 km,Gri,2016,Automata,"Renault Talisman Intens EDC7
Cutie automata
1.6 TCe 150 CP
11/2016
209000 Km
Intretinere si service facute complet in reprezentanta Renault
Camera cu senzori 360
Head up Display
Distronic adaptive
Senzori impact ( evitare accident )
Fara accidente
Faruri LED
Mod condus: Sport- Eco-Comfort - Neutral
Frana de mana electrica
Sistem de navigatie
Smart card cu inchidere centralizata
Senzor presiune pneuri
Geamuri electrice fata si spate
Scaune electrice cu Masaj
2 Chei
Keyless GO/Entry
Recunoastere semne circulatie
Stopuri cu Tehnologie Led
Sistem Multimedia (Aux / USB / Bluetooth)
Pilot automat
Tempomat
Follow me home
Comming Home
Leaving Home
Lumini ambientale Interior
Lumini ambientale Exterior
Computer de bord multifunctional"
renault,Megane,5 290 €,1 598 cm³,130 CP,Diesel,Hatchback,225 000 km,Negru,2013,Manuala,"Societate Comerciala ofera spre vanzare:
Pret: 5290 Euro
‼️‼️Posibilitate rate persoane fizice/juridice‼️‼️
Autoturism: Renault Megane III BOSE
An fabricatie: 2013
Kilometraj: 225000
Motorizare: 1.6 DCI, 130 CP
Cutie viteze: Manuala, 6+1 Trepte
Societatea noastra ofera de asemenea:
""Numere rosii valabile 30 de zile;
""Posibilitate Rate persoane Fizice/Juridice;
""Posibilitate plata Cash/Transfer Bancar;
""Kilometrii garantati prin factura de achizitie;
""Se elibereaza factura cu TVA deductibil;
""Punem la dispozitie absolut toate documentele in vederea inmatricularii;
""Oferim transparenta totala si sprijin in achizitionarea autovehiculului potrivit.
DOTARI:
Senzori de parcare
Pilot automat, Limitator de viteza;
Lumini de zii LED
Senzori de lumina si ploaie;
Sistem Start-Stop;
Key-less Go (Porneste la buton cu cartela in buzunar)
Key-less Entry (Se incuie/descuie singura)
Asistenta la plecarea din panta;
Pilot automat cu limitator;
Lane Asist ( Avertizeaza sonor la parasirea benzii)
Volan piele multifunctional;
Dublu climatronic;
Navigatie cu redare de pe bluetooth, auxiliar, cd/mp3 si functie Car-Kit;
Harti romania incluse, actualizate cu limitele de viteza pe tronsoanele de drum;
Cotiera centrala fata;
Oglinzi laterale electrice, incalzite si rabatabile electric;
Masina se prezinta cu interior impecabil si fara elemente de caroserie revopsite;
Kilometrii autoturismului sunt garantati prin factura, verificabili pe orice platforma competenta;
Auto se vinde cu numere rosii valabile
La vanzare se elibereaza certificat fiscal plus factura de achizitie cu TVA Deductibil"
renault,Scenic,6 500 lei,1 870 cm³,96 CP,Diesel,Monovolum,253 532 km,Negru,2007,Manuala,"A fost lovita in spate si nu a fost reparata. Frana de mana electrica nefunctionala, a cedat de curand motorasul.
ITP: valabil pâna in iunie 2026
Dotări importante: AC, 6 trepte, anvelope all season + rezerva all season.
Motivul vanzarii...am cumparat alta masina."
renault,Clio,3 250 €,1 124 cm³,101 CP,Benzina,Break,110 000 km,Argintiu,2011,Manuala,"RENAULT CLIO 3 FACELIFT
MODEL FOARTE DOTAT=PANORAMA MARE CU FUNCTIA DE TRAPA+NAVIGATIE MARE COLOR+SCAUNE SPORT INCALZITE+JANTE ALIAJ ORIGINALE CU ANVELOPE NOI ALL SEASON
AN FABRICATIE 20.09.2010
EURO 5
MOTOR 1.2 BENZINA=101 CAI=MOTORIZARE FOARTE REUSITA CU DISTRIBUTIA PE LANT=CONSUM DE 6,5%
110.000 KM REALI CU CARTE SERVICE SI REVIZII LA ZII=ULTIMA REVIZIE IN 2025=DETIN SI ACTE DE LA T.U.V CARE ATESTA VALOAREA REALA A KM+OFER SERIA DE SASIU PT VERIFICARE
UNIC PROPRIETAR IN GERMANIA=PERSOANA PRIVATA=FEMEIE=SE POATE VERIFICA IN ACTE
RECENT ADUSA DIN GERMANIA=NU ESTE INMATRICULATA IN ROMANIA+NU ARE SI NU A AVUT NUMERE ROSII
POZE REALE=masina arata absolut impecabil=exact ca si in poze=nu are deloc rugina sau elemente revopsite=VOPSEA 100% ORIGINALA=ARGINTIU METALIZAT
INTERIOR SUPER CURAT SI INGRIJIT CU SCAUNE SPORT+INCALZITE+ISOFIX=scaunele sunt in stare perfecta si nu sunt deloc uzate sau rupte+nu au urme de arsuri de tigara sau alte defecte estetice+toate ornamentele de plastic din interior sunt in stare perfecta si nu sunt zgariate sau uzate=nu are urme de par de animale sau miros specific
DOTARI:
clima functionala=compresorul de clima cupleaza si baga aer rece
geamuri electrice
oglinzi electrice+incalzite
computer de bord
volan de piele reglabile inaltime+adancime
navigatie mare color originala+telecomanda
cd player original +mp3+aux+bluethoot+aux+conectare smartphone+handsfree
comenzi volan
sistem profesional de sunet
scaune sport reglabile inaltime
incalzire scaune
panorama mare fata+spate + perdelute originale
trapa electrica 3 pozitii=perfect functionala
abs
esp
inchidere centralizata pe cheie
2 chei tip briceag
JANTE ALIAJ ORIGINALE CU ANVELOPE NOI MAXXIS ALL SEASON M+S de IARNĂ
presuri originale cu inscriptie
polita portbagaj
portbagaj divizat
geamuri spate ionizate
proiectoare de ceata
faruri cu lupa
mapa completa cu toate manualele de utilizare+carte service cu revizii la zii=ultima revizie in 2025
Motorul merge perfect
Nu scoate fum deloc
Nu are nici un martor aprins in bord
Nu are defecte ascunse
Nu bate nimic la directie
Nu are discuri de frana ovalizate sau alte defecte la sistemul de franare
MASINA PT PRETENTIOSI SI PT CUNOSCATORI
110.000 KM REALI CU ACTE DOVEDITAOARE+SE POATE OBSERVA CA MASINA ARE KM REALI=ARATA FARA EXAGERARE DE NOTA 10=FARA UZURA SAU ALTE DEFECTE ESTETICE"
renault,Clio,7 950 €,1 200 cm³,N/A,Benzina,Hatchback,39 000 km,Rosu,2019,Manuala,"Renault Clio 4 2019 1.2 Benzina 39.000KM Reali Cutie Manuala
-Climatronic
-Pilot Automat
-Computer Bord
-Geamuri Electrice
-Oglinzi Electrice
-Faruri Automate
-Proiectoare LED
-Radio/MP3/Bluetooth
-Pornire START STOP
-Inchidere Centralizata
-Senzori Ploaie
-Senzori Lumini
-Inmatriculat RO Acte La Zi
-Accept Unele Variante"
renault,Megane,18 500 €,1 332 cm³,140 CP,Benzina,Berlina,9 000 km,N/A,2023,Manuala,"Vând Renault Megane 4 sedan 1.3 TCE 140 cp model Equilibre ,fabricație iulie 2023 ,in garanție până în 07.2028 cu numai 9000 km în creștere,verificabili în orice Reprezentantă Renault. Dotări, faruri inteligente full led  și stopurile pe spate , 2 cartele de pornire, deschidere și închidere din proximitate, 4 geamuri electrice și oglinzi încălzite, comenzi volan,încălzire în volan, pilot automat, computer bord, preluare comenzi telefon,  Android auto, Apple carplay, climatronic, pornire și oprirea din buton , fără a folosi cartela. Frana de mana electrica ,autohold. Scaune reglabile pe înălțime și încălzite, volan încălzit.Anvelope Michelin Cross climate 2 all season noi 2024 .În iulie s-a făcut revizia de 2 ani .Garanție extinsa până în 07.2028 . Mașina se prezintă ca una nouă. Prețul negociabil în limita bunului simț 18.500 euro."
