marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
volvo,XC 60,17 000 €,2 000 cm³,190 CP,Diesel,SUV,275 000 km,Alta culoare,2018,Automata,De vinzare Volvo xc60 model 2018 stare perfectă de funcționare anvelope uzură 20% folosită mașină ptr concedii  întreținere   doar la reprezentața Volvo  cu piese originale mai multe detalii la telefon.
volvo,S40,3 800 €,1 560 cm³,109 CP,Diesel,Berlina,277 777 km,Albastru,2010,Manuala,"Mașina se prezintă foarte bine din toate punctele de vedere. Consum 5.3, taxe mici, având în vedere motorizarea de 1.6 diesel, 109 cai. Distributia a fost schimbată de maxim 1 an și jumătate, deci mai merge 30-40.000 de km sau 3 ani fără probleme. Bateria Varta, schimbată în urmă cu 1 an.
Climatizare 2 zone, pilot automat, faruri automate, alarmă, geamuri electrice față, spate, funcționează telefonul prin bluetooth, iar muzica se poate pune prin sistemul PARROT. Interior crem, piele. Jenti de aliaj cu anvelope aproape noi.
Mașina a fost adusă din Olanda în anul 2022. Preț în euro !!!
Mai multe detalii prin mesaje!!!!"
volvo,V40,7 790 €,1 980 cm³,120 CP,Diesel,Hatchback,210 177 km,Argintiu,2015,Manuala,"Tel :07******88
Pret: 7.790€
Import Germania Volvo V40 platinium
Cea mai fiabila motorizare 2.0 D 120 cai
An 2015.09  Euro 6
210.000 KM originali cu carte servis la zi si toate inspecțiile tehnice ale masini
YV1MV74L1G2282401
Cutie manuala 6+1
Se prezintă impecabila atât   tehnic cat si estetic
Vopsea originala fără piese revopsit
Asigur transport oriunde in tara
Dotări
Navigație 3D cu toate Hărțile
Camera Marsarier cu Night Vision
Faruri Xenon adaptive direcției de mers
Lumini zi Led
Senzori parcare
Front assist
City Safety frânează in cazul unui impact
Bord digital
3 moduri de condus
Senzori lumina
Parbriz încălzit
Scaune încălzite
Dublu climatronic
Pilot automat
Bluetooth Aux usb
Start stop
Geamuri electrice
Oglinzi electrice încălzite rabatabile
Spalator far
Stopuri led
Isofix
2 chei cu telecomandă
Lumini ambientale
2 seturi Jante aliaj originale !cu anvelope noi"
volvo,XC 90,22 990 €,2 000 cm³,235 CP,Diesel,SUV,197 000 km,Negru,2017,Automata,"VOLVO XC90~ 2.0 AWD~(4X4)~Diesel 235 CP ~D5~R-design ~ (dotari de varf)
Adusa de 2 zile din Germania personal de mine(apar in brief)
An fabricație: 2017
Are un singur proprietar!
DOTARI:
~PACHET R-DESIGN
-bara fata spate r design
-praguri r design
-scaune r-design
~Sonorizare de inalta performanta Bowers-wilkins
~ Plafon negru
~AUTOMATIK + MOD SPORT
~DRIVE MODE (MODURI DE CONDUS)
~key let go
~key let entry
~CULOARE DEOSEBITA > (blackperleefect)
~CAMERA MARSALIER
~LINE ASSSIT (avertizare la încălcarea benzi)
~DRIVER ALERT > (sistem avertizare in caz de oboseala la volan)
~ACTIVE MAIN BEAM > (camera asistenta faza lunga)
~ACTIVE BENDING LIGHT > (farurile urmaresc banda de rulare pe timp de noapte)
~City Safety > (franare automata la obstacole sub 30km)
~ESC SPORT MODE > (sistem de control electronic al stabilitati)
~ROAD SIGN INFORMATION > (camera detectare semne de circulatie
~DISTRONIC( păstrează distanta indiferent de obstacol)
~SCAUNE SPORT PIELE NAPPA BLACK (ELECTRICE+INCALZITE+)
~VOLAN SPORT
~INCALZIRE BANCHETE SPATE
~HILL START ASSIST > (asisitenta la pornirea in panta)
~START\STOP LA SEMAFOR
~SOFT CLOSE PORTBAGAJ
~FARURI Matrix +LED fata spate!
~CEASURI BORD Virtual cokpit
~LUMINI DE ZI DAYLIGHT LED
~MULTIMEDIA,INTERNET,WIFI,IPOD,HDD,USB, AUX, BLUETOOTH,VIDEO
~APPLE CAR PLAY
~DUBLU CLIMATRONIC CU AFISAJ PE DISPLAY
~CORNERING LIGHT
~PILOT AUTOMAT
~OGLINZI HELIOMATE PLIABILE LA BUTON + CHEIE
~SENZORI > (ploaie + lumina + pneuri)
~PARBRIZ INCALZIT
~PAKET CHROM EXTERIOR
~PRIVICY GLASS (geamuri fumurii din fabrica)
~Frana electrica la buton
~Sistem prindere scaune ISO Fix
~2 CHEI
~Km reali!!!
~ACCEPT TEST AUTORIZAT !!!
~JANTE ALIAJ Summum 20"" cu cauciucuri aproape noi de vara!!!
~NU ACCEPT SCHIMBURI!!!
~Accept orice test la reprezentanta VOLVO sau orice service autorizat!!!"
volvo,XC 90,34 500 €,2 000 cm³,408 CP,Plug-In Hybrid,SUV,68 000 km,Negru,2020,Automata,"Volvo XC 90 2.0 Hybrid Plug-in 408 cp T8 4WD PHEV Inscription Express./full option
Varianta de top ca dotarii de la volvo XC90
Km :68000 reali 100%
Pentru verificare va atasez seria sasiu
YV1LFBMTDL1549641
MENTIONEZ CA NR DE KM SE VOR CERTIFICA PE FACTURA DE VANZARE A AUTOTURISMULUI
Pret 34500 euro + tva
OFERIM FACTURA INTEGRALA SI CU TVA DEDUCTIBIL
OFERIM POSIBILITATE FINANTARE LEASING CU
MAI MULTE SOCIETATI DE PROFIL CU AVANS INCEPAND DE LA 15% SAU IN FUNCTIE DE BONITATEA CLIENTULUI
OFERIM CLIENȚILOR NOSTRI POSIBILITATEA DE BUY BACK CU AUTOULITARE SAU AUTOTURISME .
Dotarii:
7 Locuri
Virtual cockpit
Side assist
Lane assist
Faruri LED automate
Incalzire scaune fata
Volan incalzit
Memorie scaune
Climatizare spate
Distronic
Lumini LED ambientale
Apple car Play/Android auto
SISTEM DE SONORIZARE DE ULTIMĂ GENERAȚIE
BOWERS&WILKINS IN VALOARE DE 3500 EURO
OFERIM UN SET DE ROTI ORIGINALE DE VOLVO PE 21  CU ANVELOPE DE VARA NOI IN VALOARE DE 4000 EURO
Collision Prevention
Pilot automat
Memorie in scaune
Scaune ventilate
Scaune incalzite
Volan electric
Scaune cu reglaj electric
Portbagaj electric
Trapa
Pavilion panoramic
Climatronic 3 zone
Attention Assist
Tapiterie piele
Lumini de zi LED
Stopuri LED
Faruri ceata led
Geamuri electrice
Computer de bord
Comenzi volan
Inchidere centralizata
Isofix
Asistenta parcare
Lane assist
Senzori parcare fata-spate
Senzori de lumina
Senzori presiune roti
Volan multifunctional
Reglaj electric volan
Bluetooth
Oglinzi cu reglaj electric/rabatabile electric
Oglinzi incalzite
Posibilitate finantare
Mentenanta la zi
Km reali verificabili
**** Accept orice test la service autorizat sau reprezentanta
Pentru mai multe detalii rog contactați
pentru programari si vizionari va asteptam in locatia noastră
bulevardul bucuresti noi nr 170
Sector 1
Bucuresti"
volvo,V70,2 400 €,2 000 cm³,136 CP,Diesel,Break,420 000 km,Gri,2010,Manuala,"Vand Volvo V70 2010 Rdesign
Masina este intro stare relativ bună.
Interior scaune semipiele. Scaune față spate incalzite. Incalzire auxiliara cu programare. Cârlig remorcare. Faruri reglaj automat,xenon. Stergatoare automate. Senzori parcare spate
Trebuie schimbată volanta si radiatorul de la AC, dar masina se deplaseaza fara probleme. Ce trebuie schimbat neaparat ca sa poata merge e volanta. Care ar costa in jur de 1300 lei. Bateria e noua. Bucși pe dedesubt schimbate acum vreo 4 mii km. Nu bate nimic. (Doar volanta)"
volvo,XC 60,14 990 €,2 000 cm³,190 CP,Diesel,SUV,209 000 km,Negru,2016,Automata,"Provoauto Dealer Auto De Top In Romania
Oferim Posibilitatea De Garantie Auto 1–3 Ani
Oferim Livrare Gratuita La  Domiciliul Clientului
Toate Masinile Noastre Sunt Testate-Verificate
Posibilitate De Finantare -Rate Persoane Fizice
Posibilitate De Leasing Auto Persoane  Juridice
_
Volvo XC-60 I D4 Suv Pack Ocean Race 190CP
–
Data Inmatricularii 2016/02 Culoare Negru Metal
Motor 2.0D-190CP Cutie De Viteza Automata 7+1
209.000 Km Garantati-Cu Istoric La Service Volvo
–
Optiuni Importante:
Bord Computer Partial Digital Tehnologie 3D
Geamuri Ajustabile Electric Fata Si Spate
Oglinzi Ajustabile Electric Fata Si Rabatabile
Sensori De Parcare Fata Si Spate Cu Afisaj
Climatronic Automat Bizonal Reglabil Digital
Faruri De Zi Cu Led Si Stopuri Spate Cu Led
Faruri Automate-Parbriz Senzori De Ploaie
Jante Originale Volvo Pack Momentum R18
Parbriz Incalzit Fata Si Parbriz Incalzit In Spate
Cotiera Confort Condus Fata Si Cotiera Spate
Sisteme De Siguranta-De Avertizare-Asistenta
Interior Deosebit Cu Fotolii Piele Ocean Race
Volan Pack De Piele Cu Multiple Comenzi Auto
Frana De Mana Ajustabila  Electrica Automat
Sistem Audio Original Performant Volvo Audio
Pilot Automat-Regulator Viteza Si Limitator
Gps Navigatie Cu Tehnologie Afisaj 3D-HD
Gps Navigatie Cu Conectare Bluetooth-Telefon
———————————————————————
Masina este intr-o stare foarte buna si testata
144.000Km Masina Are Distributia Efectuata"
volvo,V70,3 750 €,1 600 cm³,115 CP,Diesel,Break,363 000 km,Maro / Bej,2013,Automata,"Vand Volvo V70 D2 1.6 diesel, 115 cp, euro 5, din 2013, 363.000 km, unic propietar in Romania- adusa din Belgia de mine acum 6 ani, in stare buna de functionare cu distributia schimbata anul trecut  in august la 350.000 km, discuri si placute schimbate, ulei si filtre schimbate.
Are aer conditionat care functioneaza foarte bine, geamuri electrice, senzori de lumina si ploaie, airbag sofer, pasager, laterale si cortina, sitem de siguranta city safety- opreste singura daca nu vedeti ca masina din fata a oprit, sau daca detecteaza un pieton sau obsacol.
E o masina de familie foarte sigura in care au calatorit 3 copii si doi adulti cam peste tot in tara, deci nu va asteptati sa fie impecabila - are zgarieturi minore si uzura specifica varstei.
Pret negociabil.
Pentru detalii si informatii ma puteti contacta la 07**********07.
Multumesc!"
volvo,V40,9 450 €,1 998 cm³,120 CP,Diesel,Hatchback,231 000 km,Negru,2017,Manuala,"Volvo V40 D2 Cross Country
Motor 2.0 diesel 120 cp
9500euro
- 231000 km
- Interior piele alb
- Jante Aliaj R16
- Oglinda retrovizoare cu senzor antiorbire
- Climatronic
- Navigatie 3D- RO + EU/ bluetooth/usb /aux/comenzi vocale/conexiune internet
- Lumini de zi
- Ceasuri Bord Digitale 3 moduri
- Paket Lumini Ambientale led
- City Safety - Evita Coliziunea Frontala
- Pilot automat
- Limitator de viteza
- Alarma
- Computer de bord
- Sistem audio premium
- Pachet ornamente cromate interior/exterior
- Cotiera fata/spate
- Start & Stop la semafor
- Pilot Automat
- Senzori parcare spate cu afișaj
- Volan Piele Multifuncțional cu comenzi
- Schimbator de viteza din piele iluminat
- Indicator schimbare treaptă viteza
- Fallow Me Home + Leave Home
- Oglinzi Electrice Rabatabile / Incalzite
- Senzorii :lumina/presiune roti
2 Cheie
Vă așteptam în parcul nostru pe str. Crîngului 101 A. Vânatori Vrancea.. 07******99"
volvo,S60,5 750 €,1 600 cm³,115 CP,Diesel,Berlina,212 000 km,Negru,2012,Manuala,Vand Volvo S60 1.6 DRIVE Tdi imp.Germ.in stare foarte buna tehnic si optic Service la zi  BATERIE NOUA CU GARANTIE 3 ANI..schimbata în 06.10.2025 Ulei și filtre schimbate de 06.10.2025.Carte service și TUV Germania..Dotari..Abs Servo Airbag Geamuri si Oglinzi Electrice Climatronic Bordcomputer Jante Alu Euro 5 Isofix Bluetooth XENON Spalator faruri Aux Pilot Automat 6Viteze etc.pt persoanele din jud.Timis asiguram inmatr.definitiva contra cost.
volvo,V40,6 400 €,2 000 cm³,120 CP,Diesel,Hatchback,226 000 km,Argintiu,2015,Manuala,"Volvo V40. D2 .Model 2016
Motor :2.0TDI - EURO 6- 120 CP. 6+1 trepte
Dotari:
*226000 km
*import Olanda
* cesuri bord Plasma 3D Virtual
* oglinzi rabatabile electric
* pornire START/STOP
* dublu climatronic cu afisaj
* pilot automat
* tempomat
* ABS
* ESP
* 12 Airbaguri
*Sistm siguranță SIPS, airbag uri frontale laterale și cortina, plus airbag pt pietoni, airbag uri în zona capului ,lateral
* volan piele reglabil
* Scaune sport
* Interior textil
* comenzi volan
* navigatie FULL EUROPA
* DVD
* pachet Chrom interior-exterior
* daylight fata-spate
* Follow me home
* Leaving home
* Comimg home
* oglinzi heliomate
* oglinda interioara cu functie antiorbire
* semnalizari in oglinzi cu led
* car Play
* telefon bluetooth
* comenzi vocale
* 4 geamuri electrice
* Incalzire in parbriz
* senzori ploaie
* lumini ambientale
* senzori parcare spate
* cotiera fata spate
* scaun ISOFIX
* bancheta spate rabatabile individual
* torpedou refeigerat
* inchidere centralizata pe cheie
* servotronic total
* Jante aliaj Volvo
Stare foarte bună atât estetic, cât si mecanic."
