marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
mazda,3,4 750 €,1 598 cm³,105 CP,Benzina,Hatchback,249 500 km,Gri,2010,Manuala,"Înmatriculată Recent
ITP 08 2025
propietar  , certificat fiscal
2010
249.000km
Motor 1.6 Benzină Clasic  105 Cp
Distribuție pe lanț
Cutie de viteză manuală 5+1
Xenon
spălători Faruri
RVM ( Rear Vehicle Monitoring - avertizarea luminoasă  în oglinzile laterale  - unghi mort )
jante Aluminiu Mazda pe 17
Cauciucuri noi pt toate sezoanele
Dublu Climatronic
Navigație color
Tapițerie Isofix
Pilot Automat
senzori de parcare spate
parbriz lunetă cu dezaburire
Volan din Piele cu comenzi
lumini ambientale în portiere
scaune încălzite
oglinzi rabatabile electric
oglindă retrovizoare antiorbire
4 geamuri electrice
Cd  FM Mazda   Bluetooth   Stich inclus   aux in
Computer de bord
Cotieră față și spate
Senzori de ploaie
Lumini automate
Proiectoare
Tehnic și Estetic în stare f  bună"
mazda,5,4 999 €,1 600 cm³,110 CP,Diesel,Monovolum,250 000 km,Negru,2014,Manuala,"Vision Auto House
Ploiestiori Prahova Calea Buzău 26
Garanție motor+cutie1 an *
Deținem numere Probe pt test auto
Posibilitate rate doar cu buletin avans zero
Livrare gratuită pe toată raza jud PH
Mazda 5
Fab 2014
7locuri
1.6TDCI
EURO5
110cp
250000KM
Navigație
Geamuri electrice
Climatronic
Senzori lumina ploaie parcare
Faruri cu lupă
Cârlig remorcare
Roți pe 18’
Încălzire în canapele
Geamuri fumurii
Oglinzi electrice
Comenzi volan , volan piele
Pilot automat
Radio cd / bluetooth
Import Olanda / recent înmatriculat
Revizii la zi
Preț 4999Euro
Se oferă factură și cf fiscal
Pentru mai multe info / poze/ video sunați la nr0721574037"
mazda,CX-30,18 890 €,1 998 cm³,122 CP,Benzina,SUV,151 200 km,Albastru,2021,Automata,"Mazda CX-30 2021 2.0 eSKYACTIV-G, motorizare pe benzină cu sistem mild-hybrid (MHEV), cutie automată și 122 CP – un SUV compact elegant, fiabil și foarte confortabil
PRET IN EURO!!! 18890 EURO Tva inclus
Provizorii valabile ,activitatile RAR ,ITP,omologare,(si incluse in pret) programate 13.11.2025
Daca anuntul este listat, ESTE VALABIL!
Rulaj - 151200 km ABSOLUT REALI!
Istoric complet, origine olanda,detin toate documentele de import,raport car vertical, (pus la dispozitie gratuit )
Seria de sasiu pt orice verificari!
3MVDM6WEA0E219968
NU SUNT INTERESAT DE SCHIMBURI/VARIANTE!!!Accept orice test reprezentanta sau service autorizat
Auto pe societate SE EMITE FACTURA FISCALA CU TVA inclus
Prețul este foarte ușor negociabil!
Pentru orice alte detalii(poze, filmări, etc.) vă stau la dispoziție.
An fabricatie: 11.09.2021
Motorizare: 2.0 benzina Mild hibrid (e-SKYACTIVE G), un motor fiabil pe benzina (aspirat natural).
Transmisie: automata, 6AT
Tractiune: față
Chei: 2 x chei
Dotari:
- Keyless entry / keyless GO
- Head-Up display
- Faruri LED matrix, cu funcție cornering
- Oglinzi cu funcție BLIS (detectarea mașinilor din unghiul mort)
- Sistem audio BOSE
- Încălzire în volan
- Pachet Chrome delete
- Clima reglabilă pe 2 zone.
- Cockpit digital
- Android/Apple CarPlay cu conectare prin cablu
- Senzori de parcare
- Scaune încalzite sofer/pasager,
- Faruri de ceață față/spate LED
- Volan sport din piele cu comenzi
- Faza lunga/faza scurta automat
- Jante din aliaj r16 cu anvelope de vară în stare foarte bună și sistem antifurt
- Senzori de presiune în anvelope
- Sistem de franare automata PedestrianAlert și CollisionAvoid
- Oglinzi heliomate, încălzite, reglabile si rabatabile electric
- Planșa de bord îmbrăcată în piele
- Pilot automat cu functie tempomat și cruise control adaptiv (menține distanța față de mașina din față datorită radarului montat în bară)
- Pistem autohold si line assist"
mazda,3,2 490 €,1 385 cm³,84 CP,Benzina,Hatchback,170 370 km,Negru,2008,Manuala,"Mazda 3
Motorizare: 1.4 benzina, 84 cai putere
-Faruri Xenon, cu functia Auto
-Incalzire scaune fata pe 5 nivele
-Interior textil, foarte intretinut si curat, in stare foarte buna
-Sistem Multimedia cu redare media prin CD MP3/Aux/USB
-Volan de piele cu comenzi multimedia
-4 Geamuri electrice
-Luneta incalzita
-Computer bord multifuncțională
-Privacy Glass (geamuri ionizate)
-Oglindă retrovizoare electromata (antiorbire)
Mașina se prezintă într-o stare foarte bună atât din punct de vedere tehnic cât și estetic.
Ruleaza perfect, fara probleme. Recent intrata in tara, nerulata in Romania.
La cerere pot ajuta cu transportul pe platforma pana la domiciliul dumneavoastra!"
mazda,CX-3,7 750 €,1 496 cm³,N/A,Diesel,SUV,280 000 km,Albastru,2018,Manuala,"Mazda CX-3  SKYACTIV-Drive  Sports-Line  1.5 Diesel
An fabricatie : 2018
VIN:  JMZDK6WS601316524
Motor : 1.5 Diesel - 1499 cmc - 77 kw
Km 282.321
- 105 cp
Mecanica fata/spate schimbata
- Geamuri electrice fata-spate
- Oglinzi electrice, pliabile
- Senzor avertizare unghi mort
- Asistenta la mentinerea benzii [ lane assist
- Start-Stop
- Senzori presiune anvelope
- Tapiserie scaune si fete de usa in Piele
- Scaune fata incalzite
-Volan incalzit
- Aer conditionat automat
- Head up display
- Pilot automat
- Comenzi audio pe volan
- Navigatie
- Sistem audio Bose
- Keyless entry / Go
- Senzori parcare spate
- Camera  spate
- Faruri Xenon
- Proiectoare ceata
Pret 7750 euro negociabil ."
mazda,5,1 950 €,1 994 cm³,110 CP,Diesel,Minibus,145 000 km,N/A,2008,Manuala,"Mazda 5 inmatriculata in RO, Mazda 5 -
Date tehnice: 1998 cmc, diesel 110 cp, 144800 km(ofer VIN la cerere), cutie de viteze 6+1 trepte,anul 2008 Euro 4, 7 locuri.
Dotari: CLIMATRONIC functional,faruri reglabile,geamuri si oglinzi electrice, inchidere centralizata,2 chei, pilot automat, servodirectie, ABS, ESP, ASR, SRS, 8 x airbag, radio-CD cu comenzi volan, cotiera fata si spate,anvelope iarna,fără accident, nefumător. Geam colorat spate,hayon în 2 trepte,DPF off,absolut toate dotarile sunt functionale,fără evenimente rutiere,motor,cutie,ambreiaj,clima,frane,directie,toate functioneaza corect.interior/exterior ingrijit.
Toate actele se finalizeaza la vanzarea autoturismului.Nu fac schimb,Deoarece aceasta este o vânzare privată, garanția și returnarea sunt excluse !NU DAU TELEFOANE.alte date numai mesaje scrise pe OLX,negociabil.oferte."
mazda,3,4 490 €,1 598 cm³,105 CP,Benzina,Berlina,228 000 km,Gri,2009,Manuala,"Mazda 3 II sedan 1.6i mzr euro5
Nivel echipare TX PLUS, ce conține :
ABS, EBD, EBA, DSC (sistem de control al stabilitatii dinamice) si TCS (sistem de control al tractiunii), cruise control, RVM ( monitorizare unghi mort), TPMS (monitorizare presiune pneuri), senzori ploaie și lumină, asistență la parcarea cu spatele, oglindă retrovizoare interioară cu funcție antiorbire, oglinzi exterioare încălzite și rabatabile acționate electric, proiectoare de ceață, parbriz încălzit, aer condiționat automat pe două zone, încălzire in scaunele față, multi-volan îmbrăcat în piele reglabil pe două axe, levier frână de mână și schimbător de viteze îmbrăcate în piele, tapițerie stofă, banchetă spate fracționabila, unitate audio cu magazie mp3, aux, radio, geamuri colorate acționate electric, jante aliaj r17 cu anvelope de vară, jante oțel cu anvelope de iarnă, bari plafon transversale din aluminiu Hakr.
Impecabila tehnic si optic
Km reali
Accept orice test"
mazda,5,1 899 €,1 798 cm³,115 CP,Benzina,Monovolum,209 000 km,Negru,2007,Manuala,"*** Mazda 5 1.8 Benzină | 115 CP ***
*** An fabricație 2007 | EURO 4 ***
*** 7 LOCURI ***
*** Rulaj: 209.000 KM (carte service disponibilă) ***
*** Climatronic | Geamuri electrice | Comenzi volan | Jante Vară-Iarnă | 2x Chei  ***
*** RATE FIXE ÎNCEPÂND DE LA  49 EURO/LUNĂ ***
=== CSN AUTOPARK – Parc auto autorizat cu o gamă largă de autoturisme, multi-brand, accesibile pentru orice buget ===
=== FINANȚARE PRIN RATE FIXE CU AVANS 0 – Oferim posibilitatea de achiziționare în rate fixe cu avans 0, doar cu buletinul, pe o perioadă de până la 5 ani. Contractul de rate se incheie la parcul nostru sau online cu aprobare în maxim 60 de minute ===
=== LIVRARE GRATUITĂ LA DOMICILIU – Puteți cumpăra autoturismul, chiar și în rate, din confortul casei dumneavoastră iar noi îl livrăm absolut gratuit la domiciliu (în limita a 100 km) ===
=== NUMERE PROVIZORII ȘI FACTURĂ FISCALĂ PE LOC – Asigurăm numere roșii și factură fiscală pe loc pentru orice achiziție din parcul nostru ===
== Stare tehnică foarte bună , CLIMATRONIC, multiple dotări ==
== Recent adus din Germania, nerulat în țară ==
== Toate actele complete și în regulă pentru înmatriculare ==
== Consum foarte mic de combustibil 5% ==
DOTĂRI:
-- Climatronic –
-- 4x Geamuri electrice –
-- Oglinzi electrice și încălzite –
-- Comenzi volan –
--Radio/CD –
-- Computer de bord cu afișaj – Consum – Temperatură – Combustibil –
-- Cutie viteze manuală 5+1 Trepte –
-- Interior din material textil foarte curat și întreținut –
-- 2x Seturi Jante cu 2x Seturi Anvelope Vară-Iarnă în stare foarte bună –
-- ABS – ESP – Airbag –
--  Senzori ploaie –
-- Senzori lumină –
-- Închidere centralizată din telecomandă – 2x Chei –
=== LIVRARE GRATUITĂ LA DOMICILIU (în limita a 100 km) ===
=== POSIBILITATE FINANȚARE PRIN RATE FIXE ===
=== NUMERE PROVIZORII ȘI FACTURĂ FISCALĂ PE LOC ===
=== PREȚUL ESTE UȘOR NEGOCIABIL ==="
mazda,3,5 690 €,1 598 cm³,105 CP,Benzina,Hatchback,148 500 km,Albastru,2010,Manuala,"Mazda 3 benzina 1.6i 105 Cp Hatchback An 2010,Rulaj 148.600Km avand toate reviziile facute in reprezentatnta Mazda cu facturi doveditoare .Import Germania
Dublu climatronic, ABS,DSC (Controlul tractiunii si al stabilitatii), RVM (detectarea in oglinzile laterale a prezentei unei masini lateral/spate) Incalzire in scaune, Scaune fata reglabile si pe inaltime, Oglinda retrovizoare cu functie electrocromatica anti-orbire,Oglinzi exterioare reglabile electric,incalzite si pliabile electric,Geamuri electrice fata/spate, Geamuri spate si luneta fumurii, Computer bord mare, Volan reglabil, Comenzi volan, Pilot automat, Sistem audio cu Mp3 original, Parbriz incalzit, Senzori de ploaie, Senzori de lumina, Senzori de parcare,Senzori presiune roti,Jante aliaj originale cu anvelope noi,Inchidere centralizata cu tlc
Revizie facuta ,baterie noua,schimburi consumabile,discuri placute,Autoturismul se afla intr o stare exceptionala si nu necesita niciun fel de interventie.
OFER SERIA DE SASIU CELOR INTERESATI
NU DORESC SCHIMBURI!"
mazda,CX-5,6 900 €,2 200 cm³,150 CP,Diesel,SUV,214 000 km,Gri,2014,Automata,"Mazda CX5,an fabricatie 2014,masina personala inmatriculata in Romania,,cutie automata,214000 km,stare foarte buna de functionare,euro6 fara ad.blue,lumini automate,stergatoare automate,senzor de ploaie,carlig remorcare,motor 2,2 ,150CP,reverse ungle,iStop,comenzi volan,geamuri electrice,clima 2 zone,pilot automat,etc.
Pret: Brut
Culoare: Gri
VIN (serie sasiu):  JMZKEF91800313035
Norma de poluare: Euro 6
Emisii CO2: 139 g/km
Primul proprietar (de nou): Nu
Anunt adaugat de pe Autovit.ro"
mazda,CX-5,5 900 €,N/A,175 CP,Diesel,SUV,221 000 km,Alb,2012,Automata,"Mazda CX-5 2.2 diesel(175 cai) cu rmatoarele dotari:
Cutie automata
Dublu climatronic
Keyless go
Scaune imbracate in piele cu incalzire si reglaje electrice
Asistenta unghi mort
Senzori fata spate(+camera marsarier)
Trapa electrica
Oglinzi electrice si pliabile
Faruri xenon
Masina se afla in stare perfecta de functionare(se accepta orice test)
Toate actele valabile
Anvelope de iarna incluse"
mazda,3,4 790 €,1 600 cm³,105 CP,Benzina,Hatchback,190 000 km,Negru,2011,Manuala,"Vand Mazda 3 GT edition an fabricatie 2011 cu motor 1.6 benzina 105cp cutie manuala 5+1 viteze, recent adusa in Stare Impecabila cu foarte multe optiuni!
Dotari: Dublu Climatronic, Tempomat (pilot automat), Computer de bord, Abs, Esp, 4x Geamuri electrice, Oglinzi electrice + incalzite, 12xAirbag, Mp3 Cd player original Audio-Mazda-Line, Scaune multireg., Volan Reglabil, Faruri reglabile electric, Suport pahare, Cotiera, Sistem Isofix, Senzor ploaie, Senzor lumini, Senzor Parcare Spate, Jante Aluminiu originale, Proiectoare ceata etc etc! 190000km originali, reali verificabili. Ofer Serie Vin pentru Verificare Istoric!
Masina este in stare Impecabila atat estetic cat si functional, Foarte Ingrijita si intretinuta, model special Takumi! Accept orice test. Merita Vazuta si Incercata! Pret 4790 euro negociabil la fata locului. NU FAC SCHIMB!"
mazda,6,2 200 €,1 998 cm³,140 CP,Diesel,Berlina,211 547 km,Negru,2008,Manuala,MAZDA 6 AN 2008 Motor 2.0 Diesel 6 trepte stare buna de funcționare mai multe detalii la tel preț ușor negociabil.
mazda,CX-5,6 000 €,2 200 cm³,175 CP,Diesel,SUV,283 461 km,Negru,2013,Automata,"Vand Mazda CX-5 2013,  motor 2.2 diesel 175 cp, euro 6 fara adblue, 4x4, cutie automata ! Masina are toate actele valabile, nu are problema tehnice, ruleaza foarte bine. Totate schimburile facute la 10mii de km. La telefon pot oferii mult mai multe detalii. Ca optiuni masina are: dublu climatronic, incalzire in scaune, navigatie, senzori de parcare cu afisaj, camera marșarier, senzori presiune roti, comenzi volan, pilot automat, plus multe altele, toate fiind perfect funtionale.
Jante r19  vara. Masina are 283xxx km in crestere ! Pretul este de 6000 de euro negociabil."
mazda,6,5 000 lei,1 998 cm³,120 CP,Diesel,Berlina,240 000 km,Gri,2003,Manuala,"Mazda 6 2.0 diesel inmatriculata in RO. Pret 5.000 de RON.
120 hp
240.000 km reali
Masina a fost cumparata din afara in aprilie 2022.
Scaune electrice si incalzite.
Comenzi pe volan.
ITP expirat in aprilie 2025. Asigurare expirata.
Masina porneste si functioneaza bine. Pot trimite clip video cum porneste si cu motorul.
Nu are defecte tehnice notabile. Elemente de caroserie revopsite (se observa in imagini)."
mazda,6,3 300 €,N/A,N/A,Benzina,Break,N/A,N/A,2023,Automata,"Mazda 6 motor 2000 cm benzina,cutie viteze automata,an 2023 cu 2000 km parcursi,avariata.
Scaune cu memorii,volan incalzit,head up display,sistem sonorizare BOSE,etc.
Jante pe 19 noi cu cauciucuri noi,modelul cu care a iesit din fabrica.
La momentul accidentului jantele pe 19 cu cauciucuri de vara nu erau pe masina,avea jante de tabla de iarna."
