marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
ford,Transit,5 999 €,2 200 cm³,125 CP,Diesel,Minibus,300 000 km,Alb,2012,Manuala,"Ford transit 8+1 locuri
An fabricație:2012
Pilot automat
Navigație
Km:300k
Motorizare:2.2-125 cp, 6+1 trepte, tracțiune față, euro 5
Arata și functioneaza impecabil
Motorul funcționează în parametrii
Fara erori la bord
Rulează foarte bine, fără bătăi sau zgomote
Interior curat, fara rupturi sau pete
Are că și dotări următoarele: aer condiționat fata/spate perfect funcțional
Asistenta plecare din rampa
Esp
Geamuri electrice
Parbriz încălzit electric etc
Import Germania
Mașina nu necesita investiții în viitorul apropiat!
Nu s au scos numere roșii
Posibilitate transport la domiciliu cu platforma
Mai multe detalii la tel"
ford,C-MAX,4 800 €,1 997 cm³,140 CP,Diesel,Monovolum,265 705 km,N/A,2013,Automata,"Ford C-Max 2.0 tdci, 140 cp an 2013 automatic
265705 km
WF0JXXWPBJDC26974
Prima înmatriculare  10.12.2013
Cumpărată din reprezentanta in Romania, al 2 lea proprietar.
Dotări:
Jante aliaj
Faruri xenon+ cornering
Cârlig de remorcare demontabil.
Dublu climatronic
Încălzire scaune
Comenzi pe volan
Pilat automat
Keyless go
Senzori ploaie
Senzori presiune roti
Senzori parcare spate, etc
Este mașină personala, schimburi de ulei făcute la fiecare 10000 km. Motorul funcționează impecabil, nu are consum de ulei sau avertismente aprinse, fără erori.
Cutia de viteze in perfecta stare cu schimb făcut complet 8 litri la 205000 km
Interior întreținut, totul funcțional.
Urme de uzura specifice vârstei.
Mașină este înmatriculată cu toate taxele la zi, ITP valabil  feb. 2026"
ford,Focus,13 999 €,1 498 cm³,120 CP,Diesel,Break,70 000 km,Argintiu,2022,Automata,"Vand Ford Focus / TITANIUM / SW / 1.5TDCI / AUTOMAT / MULTE OPTIUNI
AVARIAT USA DREAPTA SPATE !!!
• distronic plus (franeaza si accelareaza dupa masina din fata)
• side assist (avertizare masina unghi mort)
• lane assist (vibratia volanului cand schimbi benziile)
• sign assist (citeste semnele rutiere)
• keyless entry (deschizi si inchizizi masini cu cheia in buzunar)
• keyless go (pornesti cu chiea in buzunar)
• faruri full led / adaptive / cornering
• incalzire in scaune / volan
• parbriz incalzit / heliomat
• navigatie mare TABLETA
• camera marsalier
• senzori de lumini / ploaie / pneuri
• senzori de parcare cu afisaj
• oglinzi electrice / pliabile electric
• faza lunga automata
•  + multe altele
Masina este impecabila din toate punctele de vedere, accept absolut orice fel de test inclusiv reprezentanta !
Mai multe detalii la telefon"
ford,Focus,4 799 €,1 000 cm³,125 CP,Benzina,Break,80 747 km,Gri,2016,Manuala,"Ford Focus 3 Facelift 2016 !!! preț fix
• 4.799 euro
• 80.747 km
• motor 1.0 L EcoBoost  benzina
• 125CP(92kw)
• consum 4.8l/100km
• Euro6 110g/km
• start/stop
• pilot automat
• comenzi volan
• 6+1 trepte viteză
• climatizare automată pe două zone
• jante din aliaj 7x16 (5x2 spițe)
• anvelopă de rezervă
• oglinzi exterioare electrice reglabile și încălzite, în culoarea caroseriei
• semnalizatoare integrate în oglinzile exterioare
• computer de bord
• eleron de plafon în culoarea caroseriei
• distribuție electrică a forței de frânare (EBD)
• sistem de asistență la pornirea în rampă (Auto Holder)
• sistem de asistență la frânarea de urgență
• filtru interior: filtru de praf și polen
• sistem Inteligent de Protecție (IPS)
• suporturi Isofix spate
• tetiere fata reglabile
• tetiere spate reglabile
• suport lombar pe scaunul stânga față
• volan reglabil pe înălțime/lungime
• lumini interior față
• lumini interior spate
• sistem de monitorizare a presiunii în anvelope
• spătar banchetă spate divizat/rabatabil (60:40)
• emisii reduse conform standardului de emisii Euro 6
• manetă schimbător/selector de viteze din piele
• scaun stânga față reglabil pe înălțime
• model special Business
• parasolar stânga cu oglindă
• parasolar dreapta cu oglindă
• sistem start/stop
• priză (conexiune 12V) în portbagaj/zona de încărcare
• culoare gri metalic
• radio/CD
• bluetooth
• port USB
• masina de nefumători
• tapițerie neagră îngrijită
• interior/exterior in stare perfecta
• import Germania
• neînmatriculat
• mai multe detalii la telefon:
07******32 / 07******07"
ford,Focus,4 999 €,1 600 cm³,150 CP,Benzina,Break,220 000 km,Negru,2014,Manuala,"Dublu Climatronic
Încălzire în Scaune
Volan Multifuncțional
Pilot Automat
Computer Bord
Park Assist (Parchează Singura )
Keyless GO
Senzorii Parcare F+S
Senzorii Lumini
Senzorii Ploaie
Proiectoare Ceață
etc…"
ford,Fiesta,4 299 €,998 cm³,80 CP,Benzina,Hatchback,177 000 km,N/A,2015,Manuala,"FORD Fiesta 1.0 benzina 2015 EURO6
Ofer spre vânzare Ford Fiesta Facelift
An fabricație 2015
Norma de poluare EURO 6
Motorizare 1.0 Benzinǎ , 80 CP
Atenție ! Motorul acesta fǎrǎ turbo  este cel mai fiabil din categoria aceasta!!!!
Adusă recent din Germania
KM 177000 cu carte service pana la final!!!
Ofer VIN pentru verificare!
Ca şi dotǎri are următoarele:
* Model Facelift
* SYNC Editions
* Parbriz încǎlzit total
* Faruri led de zii automate
* Faruri ceata
* Lumini ambientale
* Oglinzi încǎlzite
* Oglinzi rabatabile electric
* Comenzi volan
* Bord compuer
* Bluetooth
* Intrare USB/AUX
* Senzor presiune roți
* Senzori parcare fațǎ/spate cu afisaj pe ecran
* Senzori de ploaie
* Tempomat
* Hill asist (ajutǎ la pornirea în pantǎ )
* Climǎ AC
* Scaune încǎlzite
* Volan piele
* Cârlig de remorcare
* Airbag
* 2x geamuri electrice
* 2x chei
* ASB,ESP
* Jante de aliaj
* Cauciucuri 80% All season
Maşina este în stare foarte bunǎ atât tehnic cât şi estetic , fǎrǎ absolut nicio zgarietura  sau lovitura !!
Este echipatǎ cu roatǎ de rezervǎ
Interiorul este foarte ingrijit se comportǎ foarte bine , fară bătăi , fără martori , fără absolut nicio problemă , uleiul din motor arată ca lacrima!!
Pentru mai multe detalii mǎ puteti contacta la nr 07******59 sau prin sms aplicația OLX.RO Sau Whatsapp
Nu mǎ întereseazä schimburi !!
Rog şi ofer seriozitate!"
ford,Focus,4 250 €,1 560 cm³,N/A,Diesel,Break,201 600 km,Albastru,2013,Manuala,"Masina in stare tehnica impecabila si estetica buna, geamuri si oglinzi încălzite si reglabile electric, tapițerie textila curata, port bagaj mare, cutie de viteze manuală in 6 trepte"
ford,EDGE,13 500 €,1 968 cm³,210 CP,Diesel,SUV,172 000 km,Negru,2017,Automata,"Masina este în Germania mai multe detalii la tel va rog, se poate si in rate cu avans 0 doar cu buletinul Garantie 1 an de zile pe motor si pe cutia de viteze Transport la domiciliul clientului.
Pentru un video sau alte oferte intrati pe danieltransporter.ro"
ford,Focus,6 700 €,1 498 cm³,150 CP,Benzina,Break,275 000 km,Gri,2015,Automata,"Ford focus facelift -2015
Cutie automata
Navigatie mare
Scaune incalzite
Senzori parcare fata spate cu afisaj
Parcheaza singura
Senzori ploaie
Senzori lumina
Senzori presiune roti
Jante r17 - anvelope noi
Carlig tractare
Volan piele / pilot automat / limitator
Auto recent adus in tara !!
Credit doar cu buletinul, fara adeverinta de venit.
Finantare rapida pentru : Persoane fizice/Juridice/Pfa/Întreprinderi individuale.
Avans 0% pana la 16.000 Euro pentru Persoane Fizice/Pfa/Întreprinderi individuale
Dobanda fixa de la 1% pe luna.
Avans 15% pentru Persoane Juridice / Dobanda fixa de la 4.5 %/an.
Se accepta veniturile din pensie, diurna si contractele din afara tarii.
Kilometraj certificat.**Descrierea autovehiculului este cu scop informativ.In cadrul acesteia pot interveni erori de tipar sau erori umane( optiuni , capacitate cilindrica , transmisie , etc)
**In baza seriei de sasiu se poate verifica lista exacta a dotarilor in reprezentantele marcii"
ford,Transit,4 450 €,2 198 cm³,101 CP,Diesel,Minibus,275 000 km,Negru,2011,Manuala,"De vanzare Ford Transit , recent import Olanda  , an fabricatie 09-2011 , Euro5 , 6+1 trepte viteze , 3locuri +marfa , motor 2.2TDDI 115CP , model  AMBIENTE-Line:
-inchidere centralizata
-geamuri electrice
-oglinzi electrice incalzite heliomate
-comenzi volan
-computer bord
-senzori ploaie
-proiectoare ceata
-carlig remorcare
-portbagaj cu rulou pe spate
-bull bar lateral + fata
-parbriz incalzit
-reglaj lumini electric
-ABS ESP ASR
-radio cd mp3 aux usb
-bluethoot
-car kit
-NAVIGATIE
Arata si functioneaza foarte bine , fara erori , fara rugina , vopsea originala , km reali 275.000 , posibilitate 3luni numere rosii, accept test , fara variante , LIVRARE GRATUITA , GARANTIE 12luni."
ford,Galaxy,4 299 €,2 000 cm³,140 CP,Diesel,Hatchback,169 000 km,Negru,2012,Manuala,"*PROGRAM ZILNIC INCEPUND CU ORA 10
*TRANSPORT GRATUIT ORIUNDE IN TARA
*GARANȚIE EXTINSĂ 12 LUNI
*VERIFICARE COMPLECTA ÎNAINTE DE LIVRARE
*KILOMETRI ORIGINALI 100 % CU VERIFICAREA ÎN REPREZENTANTA
*Recent adusă din Germania tehnica și optică FOARTE buna
*Revizii la zi
*7locuri
*6 viteze
*140 cp
*Clima automata funcțională
*Încălzire scaune electric
*Comenzi volan multiplele funcțiuni
*Computer bord multiplele funcțiuni
*Pilot automat
*Telefon bluetooth
*Încălzire parbriz electric
*Parbriz cu degivrare
*Torpedou refrigerant
*Cotieră fata spate
*Scaun șofer reglabil pe diferite poziții
*Volan reglabil pe diferite poziții
*Măsuțe rabatabile scaun spate pt cafea
*Spatii depozitare
*Aierbag-uri frontale, laterale,
*Radio/cd
*Geamuri electrice
*Oglinzi electrice încălzite heliomate și retractabile
*Faruri electrice
*Proiectoare ceata
*Jante aliaj
*Crom geamuri exterior
*Folie geamuri omologate de fabrică
*Senzori parcare
*Senzori lumina
*Senzori ploaie
*Servo direcție
Central
*Alarma
*Abs
*Esp ..etc
*Interior foarte bine îngrijit ne fumator singur proprietar de garaj
*Motor și cutie viteze funcționează IMPECABIL
*Chit distribuție schimbată rolă întinzătoare pompă apa filtrele ulei aier combustibil polen uleiul motor și cutie viteze plăcuțe frînă discuri frana..etc cu garanție schimbate in serviciu autorizat
*Accept orice test și probă la mașină
*Se negociază la fața locului
*Kilometri ORIGINALI 100 % se poate demonstra cu verificarea în reprezentanta raportul general CAR VERTICAL scos vi se poate pune la dispoziție
*Se poate pune la dispoziție poze suplimentare și filmare cu mașina pe Watap
*Se poate scoate Nr roși 90 zile
*Se poate inmatricula la cerere
*Toate documentele în vedere înmatriculări perfecta regulă
*Asistență GRATUITĂ la înmatriculare
*Ideală pentru drumuri lungi fiind FOARTE spațioasă confortabila și sigură
*Ideală pentru familie
*Ideală pentru drumuri de țară fiind garda la sol înaltă
*NU FAC SCHIMBURI
*NU RĂSPUND LA MESAJE
*DETINEM MAI MULTE MASINI CU 7 LOCURI IN PARC DIFERITE TIPURI
*TRANSPORT GRATUIT ORIUNDE IN TARA
07******80"
ford,C-MAX,4 850 €,2 000 cm³,140 CP,Diesel,Monovolum,249 000 km,Negru,2013,Automata,"Kilometri absolut reali
Import Germania nerulata in tara
7 locuri
Motor 2.0 L diesel 140 cp euro 5
Cutie viteze automata schimba impecabil
Climatronic
Jante aliaj originale 16’
Senzori parcare fata+spate+ploaie+lumina
2 chei
Stare tehnică,estetică si funcțională impecabila
Accept variante la 6000 euro +/- diferență"
ford,Focus,2 750 €,1 997 cm³,110 CP,Diesel,Break,215 000 km,Gri,2010,Automata,"Vând Ford Focus EcoSport, fabricație 2010, Euro 5,cutie de viteze automata recent adus în țară
Dotări și specificații:
-  Motor diesel 2.0 TDCI –110 CP
-  Kilometraj: 215.000 km
-  Cutie de viteze automată
-  Geamuri laterale spate și haion ionizate
- Navigație Android
-  Încălzire în scaune
-  Cameră marșarier
-  Dublu climatronic
-  Detin raport CarVertical
-  Volan cu comenzi
Preț:2750 euro ,ușor negociabil
Mașina a fost adusă recent în țară,dețin toate documentele necesare înmatriculării."
ford,Focus,8 590 €,1 995 cm³,150 CP,Diesel,Break,150 000 km,Argintiu,2020,Automata,"Ford Focus Combi 2.0 EcoBlue
Motor - 1995 cm
Putere - 150 CP
Km 150.000
Cutie automata 8+1
Culoare gri
Keyless entry
Pornire de la buton
Pachet privacy
Apple carplay si Android Auto
Senzori parcare fata / spate
Camera marsalier
Recunoaste semne de circulatie
Scaune fata incalzite
bi-climatronic automat
Auto Start-stop
Lane assist
Cruise Control
Faruri led matrix
Aplicatie Ford disponibila Andoid / Iphone
Oglinda interioara cu functie auto dimming
Incalzire in volan si scaune
Consumabilele schimbate recent
Ulei si filtre cutie schimbare acum 100km
Anvelope de iarna folosite 1 sezon
Masina se poate vedea in Cluj-Napoca"
