marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
dacia,Duster,6 500 €,1 461 cm³,110 CP,Diesel,SUV,220 000 km,Gri,2012,Manuala,"Parc Auto vinde
Dacia Dusret 4x4  1.5 dci 110 cp
6 Trepte
Model Prestige Full
An fabricatie   27. 12. 2012
Aer conditionat
Servo directie
4 Geamuri electrice
Oglinzi electrice incalzite
Piele  EURO 5
Jante magneziu
Computer bord
Mp3 +STIK+BLUETOOH
INCHIDERE CENTRALIZATA
Geamuri verzi fabrica
RECENT VENITA NUMERE rosii se scotbpe loc in cursul saptamanii"
dacia,Logan,3 000 €,999 cm³,75 CP,GPL,Berlina,170 000 km,Alb,2019,Manuala,"Dacia logan 2013-2020
Benzină+GPL
Posibilitatea plata in rate/cash
Detalii la nr de telefon afisat.
Disponibile si pentru Inchiriere."
dacia,Logan Stepway,7 190 €,900 cm³,90 CP,Benzina,Break,132 890 km,Maro / Bej,2017,Manuala,"Dacia Logan Mcv Stepway
Import recent Germania
An fabricatie 09/2017
Km:132890
Euro 6
Carte service cu istoric complet,facturi Tuv
12 Luni Garanție!!
RAR EFECTUAT!!!
Posibilitate achiziționare și in rate prin TBI BANK
Finanțare doar cu buletinul
Avans 0
Rate fixe,egale pe toată durata creditului
Dotări:
- Motor 0.9 90 Cp
- Cutie manuala
- Lumini de zi Led
- Aer condiționat
- Comenzi volan
- Start/Stop
- Oglinzi electrice incalzite
- Pilot automat
- Jante structurale
- Navigație touchscreen/Bluetooth
- Comenzi volan
- Senzori presiune roti
- Senzori parcare
- Camera marșarier
- ECO MODE (reduce consumul de combustibil)
- Scaune fata reglabile pe inaltime
- Abs, Esp
- Geamuri electrice
- 8 airbag-uri
- Proiectoare ceata
- 2 chei
Se eliberează factura fiscală
Se oferă seria de caroserie pentru verificare!"
dacia,Duster,7 700 €,1 600 cm³,105 CP,GPL,SUV,120 000 km,Negru,2015,Manuala,"Parc auto oferă spre vânzare Dacia Duster Model Prestige
Posibilitate achizitie în RATE
Motor 1.6 benzina + GPL de fabrica
Cutie manuala 5+1
120.000km reali
*Geamuri electrice
*Încălzire in scaune
*Oglinzi electrice si incalzite
*Senzori parcare fata/spate
*Aer conditionat
*Navigație cu touchscreen
*Interior piele în stare impecabila
*Scaune reglabile pe Inaltime
*Jante aliaj originale pe 16""
*Doua chei
*Carte service completa la Dacia
*Cârlig Remorcare
Numere de probe
Transport la domiciliu
Pentru mai multe detalii sunati la numarul din anunț!"
dacia,Duster,9 200 €,1 200 cm³,125 CP,Benzina,SUV,114 000 km,Negru,2017,Manuala,"## DACIA DUSTER FACELIFT ##
- Pachet Look De Fabrica
- An 2016-10 model 2017
- Motor 1.2 Turbo - 125 CP - Euro 6
- 4 Pistoane
- Cutie Manuala 6+1 Trepte
- Km 114.000 Reali / Carte Service + Tuv Germania
Dotari:
-- Jante Bicolore Originale Dacia
-- Navigatie Originala / Bluetooth
-- Aer Conditionat Functional
-- Scaune Reglabile Inaltime
-- Scaune Incalzite De Fabrica
-- Start Stop La Semafor
-- Auto Hold
-- Isofix
-- Torpedou Frigorific
-- Cotiera Originala
-- Pilot Automat
-- Volan Piele / Comenzi / Reglabil
-- Inchidere Centralizata
-- 2 Chei
-- Proiectoare Ceata
-- Oglinzi Electrice / Incalzite
-- Computer Bord
-- Geamuri Electrice
-- Geamuri Colorate De Fabrica
-- Presuri Tavita Noi
Etc
* Masina are revizii numai la Dacia !
* Revizie Facuta In Germania in 2024 la 111.000 Km !
* Masina nu are nici o problema , ruleaza si arata excelent !!!
* Km reali ,carte service si tuv Germania in care atesta km ( Detin si verificarea din Reprezentanta ! )
* Nu s-au scos numere rosii ( scot numere rosii )
* Nu fac schimburi. Pentru mai multe detalii sunati la numarul din anunt !!
VAND SAU SCHIMB CU TEREN LANGA PITESTI MAXIM 10KM."
dacia,Duster,10 600 €,1 300 cm³,130 CP,Benzina,SUV,102 000 km,Gri,2019,Manuala,"Dacia Duster / 2019/ 1.3 Tce-130 cp / 102000km /Pret 10600 € Fix !
Km 101000 km
An 2019
Benzina 1.3 -130 cp- 4x2
Senzori parcare
Camera 360
Unghi mort
Jante Bicolore
Senzori ploaie
Senzori Lumina
presiune roti
Pilot automat
Oglinzi rabatabile
Comp bord
Navigatie
bluetooth
Climatronic
Comenzi volan
Volan din piele
10990€"
dacia,Logan,5 990 €,898 cm³,90 CP,Benzina,Break,112 000 km,Albastru,2018,Manuala,Dacia Logan MCV 0.9 tce_90cp_benzina facelift_08-2018_112000km_Euro 6_aer condiționat_navigatie_comenzi volan_pilot automat_senzori de parcare_start stop_geamuri electrice _oglinzi reglabile electric_bluetooth_radio/cd/usb_lumini de zi cu led_consum redus_doua chei_un singur proprietar_adusa din Germania.
dacia,Duster,15 750 €,1 332 cm³,150 CP,Benzina,SUV,45 000 km,Rosu,2022,Manuala,"Dacia Duster PRESTIGE
4x4
1.3 motor 150 cp 6 trepte
Euro 6
Camera 360 fata spate oglinzi
Navigatie mare color
Car play
Incalzire in scaune
Jante 17 anvelope iarna
Climatronic afisare grade
Senzori parcare
Senzori unghi mort oglinzi
Senzori presiune roti
Pilot automat
Computer bord
4 geamuri electrice
Volan piele cu comenzi
Cotiera fata
Proiectoare
Keylles go entry
Cartela pornire
Faruri led
Stopuri led
Geamuri heliomate originale
Import BELGIA NOIEMBRIE 2025
Km reali 100%"
dacia,Logan,5 450 €,900 cm³,90 CP,GPL,Break,145 050 km,Alb,2016,Manuala,"Dacia Logan MCV
Benzina 0.9 TCE + GPL DE FABRICA
Kilometrii verificabili 145.057 se ofera seria VIN pentru orice verificare!
Masina este adusa recent , un singur proprietar, venita pe roti!
An Fabricate:2015 luna a 12 a
- Interiorul este intr-o stare extraordinara, fara urme de uzura.
- Bare longitudinale pavilion.
- Aer Conditionat
- Geamuri electrice
- Computer bord
- Radio/CD
- Volan reglabil,
- Proiectoare ceata,
-ABS
- Bancheta spate rabatabila,
- Scaun sofer reglabil pe inaltime,
- Servodirectie electrica,
- Inchidere centralizata,
Stare ireproșabila, Merita vazuta.
~ Autoturismul se prezinta in stare excelenta de functionare , fara probleme de ordin tehnic sau estetic .
~ Nu necesita investii in viitorul apropiat.
~ Toate actele se finalizeaza la vanzarea autoturismului"
dacia,Logan,4 750 €,1 499 cm³,90 CP,Diesel,Break,210 000 km,Albastru,2015,Manuala,"Mașina este recent adusă din Germania
Merge și arată impecabil
Fără defecte ascunse
Fără rugină sau elemente revopsite
Culoare super frumoasă
Motor de 1.5 cel mai fiabil motor
Mașina are ca dotări
Comenzi volan
Computer bord
Mod Eco
Prinderi isofix
Geamuri electrice
etc"
dacia,Duster,11 300 €,1 332 cm³,130 CP,Benzina,SUV,98 000 km,Alta culoare,2019,Manuala,"Dacia Duster Prestige
An Fab. 2019
Motor 1.3 benzină 130 cp
Cutie manuală 6+1
98.000 km !! Km reali !!
Climatronic
Navigație
Jante aliaj
Camere 360
Scaune piele / încălzire
Sistem sunet   USB   telefon
Închidere centralizată
Geamuri și oglinzi electrice
Senzori parcare
Proiectoare
Roți de iarnă
Pilot automat ..
Mașina se vinde cu nr roșii pe 30 zile !
Parc auto ! Se emite factura !
Posibilitate rate doar cu buletinul !
Aprobare rapida !"
dacia,Logan,5 890 €,898 cm³,90 CP,GPL,Break,173 250 km,Gri,2016,Manuala,"# Dacia Logan Mcv
# An fabricație 11/2016
# Motorizare generatie noua 0.9tce 90cp GPL Fabrica
# Cutie manuala 5+1 trepte
# Norma de poluare Euro 6
# Import Olanda
# 173. 500 km
Înmatriculată România 04.11.2025
# Dotari :
• Aer condiționat
• - 2 chei
• Android Auto
• Radio / MP3 / USB / Aux
• Daylight/lumini de zi
• Suport pahare
• Bancheta spate rabatabila în 3 moduri.
• ESP / ASR / ABS
• Jante originale R15 anvelope noi
• Geamuri laterale cu tentă din fabrică
• Geamuri fata electrice
• 6 airbaguri
• Bancheta spate cu sistem Isofix
• Oglinzi retrovizoare ajustabile electric
• Proiectoare ceata
• Pack Look
~ Autoturismul se prezinta in stare excelenta de functionare , fara probleme de ordin tehnic sau estetic
~ Toate actele se finalizeaza la vanzarea autoturismului.
~ Mai multe detalii telefonic!"
dacia,Logan,2 599 €,1 400 cm³,75 CP,Benzina,Berlina,46 000 km,Gri,2009,Manuala,"DACIA LOGAN FACELIFT 2009
Motor 1.4 benzina Euro 4
46.000 km certificati RAR
ACCEPT ORICE TESTARE ORIUNDE
Stare ff buna estetic / mecanic
Acte la zi , itp, asigurare, rovinieta
Se eliberează factura si fiscal
Nu ma interesează nici un schimb
Preț fff ușor negociabil"
dacia,Logan Stepway,5 999 €,999 cm³,90 CP,Benzina,Break,78 000 km,Albastru,2019,Manuala,"*PROGRAM ZILNIC INCEPUND CU ORA 10
*12 LUNI GARANȚIE CU CONTRACT SCRIS CU CLAUZE CONTRACTUALE
*TRANSPORT GRATUIT ORIUNDE IN TARA
*VERIFICARE COMPLECTA ÎNAINTE DE LIVRARE
*kilometri ORIGINALI 100 % cu raport de verificare în reprezentanta
*Recent adusă din Germania tehnica și optică FOARTE buna
*Revizii la zi
*Benzina
*Euro 6
*Aier conditionat funcțional
*Computer bordul multiple funcțiuni
*Telefon bluetooth
*Radio/CD
*Torpedou refrigerant
*Scaune șofer reglabil pe diferite poziții
*Volan reglabil pe diferite poziții
*Geamuri electrice
*Oglinzi electrice încălzite heliomate
*Servo direcție
*Central
*Alarma
*Abs
*Esp
*Senzori lumina
*Senzori ploaie
*Aierbag-uri frontale
*Aierbag-uri laterale
*Faruri electrice
*Proiectoare ceata
*Curling remorcă omologat de fabrică
*Cauciucuri foarte bune M+S
*4 roți rezervă
*Caroserie fără nici un fel de avari
*Interior foarte bine îngrijit ne fumator singur proprietar de garaj
*Motor și cutie viteze funcționează IMPECABIL
*Chit distribuție schimbată, rolă întinzătoare, pompă apa, filmare uleiul aier combustibil polen uleiul motor și cutie viteze plăcuțe frînă discuri frana..etc cu factura și garanție
*Kilometri ORIGINALI 100 % se poate demonstra cu verificarea în reprezentanta
*Raportul general CAR VERTICAL scos vi se poate pune la dispoziție
*Se poate pune la dispoziție poze suplimentare și filmare cu mașina pe Watap
*Accept orice test și probă la mașină
*Se negociază la fața locului
*Nu necesita APSOLUT nici o investiție
*Ideală pentru drumuri lungi fiind FOARTE spațioasă confortabila și sigură
*Ideală pentru familie
*Ideală pentru drumuri de țară fiind garda la sol înaltă
*Ideală pentru naveta fiind consumul mic 5/6%
*Se poate inmatricula la cerere
*Se poate scoate Nr roși 90 zile
*Toate documentele în vedere înmatriculări perfecta regulă
*Asistență GRATUITĂ la înmatriculare
*NU FAC SCHIMBURI
*NU RĂSPUND LA MESAJE DOAR TELEFONIC
*TRANSPORT GRATUIT ORIUNDE IN TARA
*07******80"
dacia,Sandero,4 650 €,1 000 cm³,73 CP,Benzina,Hatchback,35 000 km,Alb,2019,Manuala,"-Dacia Sandero 1,0 L SCE
-An fabricatie 2019
-Motor 1,0 L-73 cp Euro 6
-Radio-CD
-4xAirbag
-Abs
-Servo directie
-Lumini led zi
-Rulaj original se va mentiona ca si garantie in factura de vanzare!
-Detin toate facturile care atesta rulajul masinii!
-Revizie (Ulei+filtre efectuate recent la 35.038 km )
-Anvelope  Continentall All season profil ramas 90%!
-R.A.R. EFECTUAT,CARTE IDENTITATE SI ITP 2 ANI,masina se poate inmatricula imediat!!
-Import recent(provenienta Germania) ,auto achizitionat din sursa partener de incredere,rulaj(Km) original care se va mentiona in factura de vanzare!
-Se elibereaza factura,certifical fiscal prezent!
-Masina se afla in parametrii excelenti de functionare,aspect optic si tehnic ca si noua!
-Auto pregatit imediat de drum,nr provizorii si rca valabil!
-Pret usor negociabil!!"
dacia,Duster,6 900 €,1 598 cm³,110 CP,Benzina,SUV,175 000 km,Alb,2016,Manuala,"Dacia Duster
-model laureat
-an de fabricație 2016/6
-cumpărată de nouă din România
-km absolut reali se Pot verifica
-motor 1,6 benzină
-euro 5
-tracțiune 4x4
-aer condiționat
-acte la zii itp asigurare
-nu necesită investiții.masina nu a fost folosită în  off road!
Accept anumite schimburi
Preț ușor negociabil"
dacia,Duster,7 990 €,1 461 cm³,115 CP,Diesel,SUV,198 500 km,N/A,2014,Manuala,"Dacia Duster Prestige 4x4
An 2014
Motor 1.5 dCi 110 CP
Navigație Mare originală Europa
Start-Stop la semafor
Senzori lumini
Bluetooth
Asistenta urcare rampă
Asistenta coborâre rampă
Senzori parcare față - spate )
Comenzi volan
Pilot automat
Limitator viteza
Climatronic
Computer bord
Senzori ploaie
Senzori presiune pneuri
Proiectoare ceata
Senzori ploaie
4x Geamuri electrice
Geamuri fumurii de fabrica
Oglinzi electrice
2 chei
Mașina rulează impecabil !!"
dacia,Duster,13 999 €,999 cm³,N/A,Benzina,SUV,70 500 km,Alb,2024,Manuala,"Stare impecabila recent înmatriculat mașină import
Fiscal pe loc mașină este în garanție
Motor 1.0 tce benzină+ GPL euro 6 cutie de viteze in 6 trepte
Aer condiționat functional
Încălzire scaune
Oglinzi electrice și încălzite
Închidere centralizată
2x chei cu telecomanda
Senzor de parcare
Senzor de lumini
Faruri led lumini de zii
Proiectoare ceață
Pilot automat limitator de viteza
Calculator de bord
Comenzi volan volan reglabil
Oprire in rampă
Control stabilități
Control antiderapant
Multimedia cu touchscreen bluetooth mufă USB tel
Scaune isofix
Etc
Nu răspund la mesaje sunați mulțumesc."
dacia,Logan,3 499 €,900 cm³,90 CP,Benzina,Break,128 000 km,Gri,2014,Manuala,"Dacia Logan MCV
An fabricatie 2014
Motorizare generatie noua 0.9 TCE 90cp
Cutie manuala 5+1 trepte
Norma poluare euro 5
Import Germania
128000 km reali 100% detin TUV uri, carte service
Dotari:
Ac functional
Inchidere centralizata
Suport pahare
Bancheta spate rabatabila in 3 moduri
4 geamuri electrice
Oglinzi electrice , incalzite
6 airbaguri
Comenzi volan
Priectoare ceata
Computer bord
Mod eco"
dacia,Logan,5 150 €,1 489 cm³,90 CP,Diesel,Break,197 000 km,Negru,2014,Manuala,"Firma autorizata oferă spre vânzare:
Dacia logan mcv
#Rar efectuat#
Arată și funcționează impecabil
#Numere provizorii valabile#
Motorizare: 1.5 dCi – 90 Cp
Transmisie: manuală, 5 trepte
Euro 5
Aer condiționat funcțional
Navigație
Geamuri electrice față-spate
Oglinzi electrice
Închidere centralizată cu telecomandă
Cruise control + limitator de viteză
Computer de bord
Senzori de parcare
Proiectoare de ceață
Volan reglabil pe înălțime
Isofix
jante de aliaj
2 chei
Kit ambreiaj schimbat cu factura și filmare
Se acceptă test autorizat unde doriți, pe cheltuiala dumneavoastră.
Auto arată și funcționează impecabil."
dacia,Duster,10 900 €,1 000 cm³,101 CP,GPL,Off-road,123 000 km,Gri,2020,Manuala,"Motor 1.000 /101 cp
Benzină și GPL de fabrica
Euro 6
*Auto se prezinta ca nou, fara urme de uzura
Atenție !!! 123 000 km
Verificabili in reteaua Dacia,ofer seria VIN pentru verificari!
Carte Service !
** 2020/12**
Masina este adusa recent din Belgia
Model Prestige,
- Bare longitudinale pavilion.
- ESP
- 2 chei
- Navigatie Originala Media Nav - Evolution,
- GSI ( indicator de schimbare a treptelor )
- Aer Conditionat
- Senzori parcare
- Interior foarte curat
=Scaune reglabile încălzite
- Start & Stop
- Pilot Automat
- Limitator Viteza
- Geamuri electrice fata
- Geamuri electrice spate
- Oglinzi electrice,
- Computer bord
- Senzori presiune roti
- JANTE ALIAJ
- Anvelope NOI iarna
- MP3/AuxIN/BT
- Volan reglabil,
- Comenzi volan,
- Proiectoare ceata,
- Oglinzi incalzite,
- Pachet LOOK
- ABS
- Bancheta spate rabatabila,
- Scaun sofer reglabil pe inaltime,
- Servodirectie electrica,
- Inchidere centralizata,
Stare ireproșabila, Merita vazuta.
~ Autoturismul se prezinta in stare excelenta de functionare , fara probleme de ordin tehnic sau estetic .
~ Nu necesita investii in viitorul apropiat.
~ Toate actele se finalizeaza la vanzarea autoturismului inclusiv fiscalul
=Numere provizorii, livrare la domiciliu sau efectuarea RAR la cerere"
dacia,Duster,9 999 €,1 600 cm³,115 CP,Benzina,SUV,175 000 km,Galben / Auriu,2019,Manuala,"Dacia Duster 1.6 benzina 115 cp 2019
A. B. S + E. S. P + A. S. R
-- SERVODIRECTIE
-- Climatronic
--PILOT AUTOMAT CU FUNCTIE DE ACCELERARE SI FRANARE PE VOLAN
Limitator de viteza
* START STOP la semafor
*JANTE Aluminiu +un set roti de cu jante de vara
* Volan + Scaun reglabil pe inaltime
* LUMINI DE ZI
* Computer Bord cu multiple Functii
* TERMOMETRU Exterior
* Oglinzi electrice
* ⁠senzori de parcare fata + spate
* Senzori presiune Roti
* Functia ECO+ Pentru un consum redus
* Geamuri electrice
* Lumini de zi automate
* PROIECTOARE CEATA
* Comenzi volan
* Port USB ,
Fara defecte ascunse masina a venit pe roti aprox 1600km fara probleme !
La cerere ofer serie de sasiu accept orice test autorizat chiar si la reprezentanta !!!
Numere valabile de tzoll 30 de zile"
dacia,Logan,5 250 €,900 cm³,90 CP,Benzina,Break,143 000 km,Negru,2016,Manuala,"Dacia Logan Mcv 2016
-Motorizare 0,9 benzină-90 CP Turbo
-EURO 6,Import Germania Recent
-KM ORIGINALI 143.000 cu istoric service
-Sistem navigație 3d toată Europa
-Sistem Android+Bluetooth telefon cu Media Profesional
-Senzori parcare spate
-Lumini de zi+Proiectoare ceață
-Aer condiționat
-4 Geamuri electrice față-spate
-Servodirectie asistată
-Mod ECO
-Asistență la pornirea în rampă
-Controlul tracțiunii
-Pilot automat + limitator viteză
-Sistem Start-Stop semafor
-Oglinzi exterioare electrice cu încălzire
-Volan piele+comenzi reglabil
-Scaune față reglabile pe înălțime
-Banchetă spate fractionabilă rabatabilă
-Isofix
-Închidere centralizată, 2 chei
-Jante 16""aliaj originale Dacia
KM ORIGINALI 143000
PREȚ NEGOCIABIL 5250 euro
MAI MULTE DETALII LA TELEFON
07******44"
dacia,Logan,4 800 €,1 500 cm³,75 CP,Diesel,Break,306 455 km,Alb,2015,Manuala,"Vand Dacia Logan motor 1.5dci euro 5
Inmatriculata ro cu itp și asigurare valabile
Stare buna de functionare mașina are reviziile la zi cu distributie, discuri/ placute plus ambreiaj schimbat"
dacia,Jogger,15 500 €,999 cm³,N/A,Benzina,Break,18 173 km,Verde,2023,Manuala,"7 locuri – ideală pentru familie, excursii
Faruri de zi (DRL) LED + semnătură luminoasă „Y”
Jante aliaj 16″ — design specific !
Carcase oglinzi design special
Geamuri spate, custode şi lunetă cu tentă închisă
Bare de pavilion modulabile
Climatizare automată
Keyless entry & start / card «mâini libere»
Oglinzi retrovizoare reglabile electric + încălzite/dezaburite
Scaune faţă încălzite
Sistem multimedia cu ecran mare + replicare smartphone (Apple CarPlay / Android Auto)
Cameră marşarier + senzori parcare faţă & spate
Cruise control + limitator viteză
Sistem de frânare automată la pericol (AEB)
Avertizare unghi mort (Blind Spot Warning)
Monitorizare presiune pneuri, ESP, HSA, funcţie ECO
GSI - indicator de schimbare optima a treptelor de viteza
Apel de urgenta 112
Volan îmbrăcat în piele ecologică, reglabil pe înălţime şi adâncime
Geamuri electrice față/spate
Antenă tip „aripă rechin” (shark-fin)
Stergătoare cu senzor de ploaie; faruri cu aprindere automată.
Airbag-uri frontale, laterale, cortină
Isofix pentru locurile laterale spate
consum foarte redus
Motorizare economică"
dacia,Logan,3 850 €,1 600 cm³,90 CP,GPL,Berlina,161 000 km,Albastru,2012,Manuala,"Vând Dacia logan 2012 luna a 11 a
Model black line
Euro 5
Motor 1.6 90 cai
GPL Omologat
Motorizare foarte fiabila
Aer conditionat
Abs
Oglinzi electrice
Comenzi volan
Cd mp3 cu bluetooth original
Anvelope iarnă vară noi
Baterie nouă
Folie omologată
Proiectoare
km reali
Fără rugină
Fără daune
Accept orice test
Fără intermediari"
dacia,Logan,7 399 €,999 cm³,75 CP,Benzina,Berlina,42 000 km,Alb,2019,Manuala,"Dacia Logan unic proprietar
cumparata din reprezentanta RO.
doar 42.000.km
an fab 2019
motor benzina 999cm
Aer condiționat
Servo direcție
Geamuri electrice
ABS
Închidere centralizata
Etc
Revizie efectuata
Fără accident în istoric
Am CarVertical
Auto este nou.
Rog Fără negociere la telefon."
